region,tech,mw,entry_year,p_cod_3y_mean,p_cod_3y_lo90,p_cod_3y_hi90,p_cod_5y_mean,p_cod_5y_lo90,p_cod_5y_hi90,p_cod_7y_mean,p_cod_7y_lo90,p_cod_7y_hi90,p_withdrawn_5y_mean
NYISO,Wind,400,2023,0.0071,0.0022,0.0172,0.0279,0.0139,0.0425,0.0564,0.0352,0.0755,0.5776
NYISO,Wind,400,2024,0.0068,0.0021,0.0155,0.0247,0.0128,0.035,0.0509,0.0322,0.0658,0.5766
NYISO,Wind,400,2025,0.0063,0.0015,0.0136,0.0215,0.0125,0.0289,0.0456,0.0281,0.0604,0.5731
NYISO,Wind,800,2020,0.0071,0.0016,0.0161,0.0391,0.0203,0.0615,0.0771,0.0546,0.1016,0.5682
NYISO,Wind,800,2021,0.0067,0.0015,0.0166,0.034,0.0179,0.0566,0.0691,0.0484,0.0954,0.5778
NYISO,Wind,800,2022,0.0063,0.0014,0.0157,0.0297,0.015,0.0484,0.0622,0.0402,0.0834,0.5813
NYISO,Wind,800,2023,0.006,0.0013,0.0141,0.0262,0.0125,0.0394,0.0561,0.0329,0.0723,0.5828
NYISO,Wind,800,2024,0.0058,0.0014,0.0122,0.0232,0.0116,0.0312,0.0505,0.0298,0.0629,0.5799
NYISO,Wind,800,2025,0.0054,0.0012,0.0108,0.0205,0.0111,0.0274,0.0455,0.0277,0.0625,0.5703
NYISO,Battery,50,2020,0.0138,0.0048,0.0241,0.0603,0.0281,0.0987,0.0942,0.0565,0.1344,0.5797
NYISO,Battery,50,2021,0.0109,0.0038,0.0172,0.0456,0.0226,0.0703,0.0748,0.0448,0.1033,0.595
NYISO,Battery,50,2022,0.0089,0.0032,0.0156,0.0336,0.0192,0.0503,0.0575,0.0373,0.079,0.608
NYISO,Battery,50,2023,0.0081,0.0031,0.0151,0.0268,0.0135,0.0383,0.0466,0.0275,0.0621,0.6169
NYISO,Battery,50,2024,0.008,0.0025,0.0155,0.0235,0.011,0.0304,0.0414,0.0233,0.0519,0.6206
NYISO,Battery,50,2025,0.0073,0.0016,0.0137,0.0209,0.011,0.0288,0.0377,0.0225,0.0496,0.6279
NYISO,Battery,100,2020,0.0092,0.004,0.0158,0.0527,0.0262,0.0802,0.0905,0.0555,0.127,0.5737
NYISO,Battery,100,2021,0.0077,0.0031,0.0143,0.0418,0.0209,0.0666,0.0756,0.0463,0.1086,0.5836
NYISO,Battery,100,2022,0.0065,0.003,0.0126,0.0316,0.018,0.0503,0.0595,0.0388,0.0842,0.5973
NYISO,Battery,100,2023,0.0062,0.0025,0.0122,0.0253,0.0138,0.0379,0.0483,0.0306,0.0645,0.6061
NYISO,Battery,100,2024,0.0065,0.0023,0.0134,0.022,0.0117,0.0291,0.0418,0.0258,0.0529,0.6111
NYISO,Battery,100,2025,0.0061,0.0013,0.0114,0.0198,0.012,0.0265,0.0382,0.0252,0.0482,0.6197
NYISO,Battery,200,2020,0.0074,0.0037,0.0155,0.0469,0.0262,0.0677,0.0864,0.0548,0.1145,0.5714
NYISO,Battery,200,2021,0.0064,0.003,0.0144,0.0382,0.0203,0.0607,0.074,0.0457,0.1064,0.5803
NYISO,Battery,200,2022,0.0055,0.0024,0.0124,0.0295,0.0166,0.0458,0.0603,0.038,0.0853,0.5918
NYISO,Battery,200,2023,0.0052,0.002,0.011,0.0239,0.0138,0.0348,0.0498,0.0337,0.066,0.6016
NYISO,Battery,200,2024,0.0054,0.0017,0.0117,0.0206,0.0114,0.0273,0.0425,0.0273,0.0533,0.6055
NYISO,Battery,200,2025,0.0052,0.0012,0.0101,0.0184,0.0109,0.0246,0.0382,0.025,0.0484,0.6095
NYISO,Battery,400,2020,0.0069,0.0035,0.0167,0.0433,0.026,0.0639,0.0838,0.0552,0.1136,0.5693
NYISO,Battery,400,2021,0.0059,0.0028,0.0145,0.0361,0.0222,0.0543,0.073,0.0473,0.1015,0.5818
NYISO,Battery,400,2022,0.0051,0.0022,0.0124,0.0285,0.0169,0.042,0.0612,0.0391,0.0844,0.5921
NYISO,Battery,400,2023,0.0048,0.0018,0.0108,0.0234,0.0135,0.0336,0.0514,0.0352,0.0694,0.5989
NYISO,Battery,400,2024,0.0047,0.0015,0.0103,0.0199,0.0117,0.0263,0.0437,0.0289,0.0564,0.5991
NYISO,Battery,400,2025,0.0046,0.0013,0.0095,0.0178,0.0103,0.0238,0.0393,0.0252,0.0505,0.5963
NYISO,Battery,800,2020,0.0068,0.0027,0.0174,0.0412,0.0251,0.0608,0.0832,0.0573,0.1137,0.5651
NYISO,Battery,800,2021,0.0056,0.0023,0.0135,0.0347,0.0204,0.0515,0.0734,0.0498,0.0992,0.5793
NYISO,Battery,800,2022,0.0049,0.002,0.0116,0.0286,0.0174,0.0408,0.0631,0.0428,0.0836,0.5894
NYISO,Battery,800,2023,0.0047,0.0017,0.0104,0.0238,0.0145,0.0332,0.0535,0.0372,0.0707,0.5975
NYISO,Battery,800,2024,0.0044,0.0014,0.0096,0.02,0.0119,0.0258,0.0455,0.0305,0.0591,0.5951
NYISO,Battery,800,2025,0.0043,0.0013,0.0091,0.0178,0.0108,0.0234,0.0409,0.0262,0.0538,0.5847
NYISO,Hybrid,50,2020,0.0083,0.003,0.0152,0.0483,0.0264,0.0773,0.0821,0.0543,0.1203,0.5716
NYISO,Hybrid,50,2021,0.0072,0.0031,0.0143,0.0396,0.023,0.0602,0.0703,0.0462,0.104,0.5794
NYISO,Hybrid,50,2022,0.0066,0.0029,0.0133,0.0315,0.02,0.0464,0.0584,0.0366,0.0834,0.5862
NYISO,Hybrid,50,2023,0.0066,0.0027,0.0139,0.0256,0.0166,0.0362,0.0488,0.0288,0.0688,0.5942
NYISO,Hybrid,50,2024,0.0071,0.0023,0.0172,0.0225,0.0143,0.0335,0.0427,0.025,0.0584,0.6017
NYISO,Hybrid,50,2025,0.0069,0.0012,0.0163,0.0203,0.0118,0.0302,0.0389,0.0212,0.0525,0.613
NYISO,Hybrid,100,2020,0.0059,0.002,0.0115,0.0428,0.0248,0.0693,0.0792,0.055,0.1155,0.5649
NYISO,Hybrid,100,2021,0.0057,0.0023,0.0113,0.0374,0.0218,0.0598,0.0715,0.0491,0.1055,0.57
NYISO,Hybrid,100,2022,0.0055,0.0023,0.0114,0.0304,0.0195,0.0501,0.0602,0.0386,0.0921,0.5802
NYISO,Hybrid,100,2023,0.0057,0.0021,0.0138,0.0251,0.0153,0.0396,0.0506,0.0307,0.0738,0.591
NYISO,Hybrid,100,2024,0.0063,0.0019,0.0163,0.022,0.013,0.0343,0.0442,0.0268,0.0614,0.5978
NYISO,Hybrid,100,2025,0.0062,0.0011,0.0154,0.0197,0.0118,0.0305,0.0395,0.022,0.0538,0.6079
NYISO,Hybrid,200,2020,0.0049,0.0016,0.0103,0.0388,0.0229,0.0625,0.0775,0.0543,0.1114,0.5576
NYISO,Hybrid,200,2021,0.0048,0.0018,0.0109,0.0342,0.0207,0.0561,0.0704,0.0487,0.1041,0.5659
NYISO,Hybrid,200,2022,0.0047,0.0019,0.0119,0.0282,0.0183,0.0463,0.0607,0.0414,0.0919,0.5783
NYISO,Hybrid,200,2023,0.005,0.0018,0.0134,0.024,0.0144,0.039,0.0524,0.0329,0.0798,0.5885
NYISO,Hybrid,200,2024,0.0056,0.0016,0.0152,0.0212,0.0118,0.0343,0.0455,0.0283,0.0626,0.5942
NYISO,Hybrid,200,2025,0.0054,0.0011,0.0137,0.0189,0.0105,0.0293,0.0402,0.023,0.0546,0.6014
NYISO,Hybrid,400,2020,0.0044,0.0015,0.0105,0.0355,0.0218,0.0552,0.076,0.0543,0.1064,0.5509
NYISO,Hybrid,400,2021,0.0042,0.0015,0.0109,0.031,0.0196,0.0505,0.0689,0.0491,0.1015,0.5617
NYISO,Hybrid,400,2022,0.0043,0.0016,0.0118,0.0262,0.0174,0.0422,0.0608,0.0429,0.0902,0.5743
NYISO,Hybrid,400,2023,0.0044,0.0015,0.0127,0.0227,0.0139,0.0372,0.0535,0.0346,0.0808,0.5857
NYISO,Hybrid,400,2024,0.0047,0.0013,0.0129,0.0202,0.0109,0.0324,0.0469,0.0293,0.0677,0.5886
NYISO,Hybrid,400,2025,0.0047,0.0011,0.0118,0.0183,0.0098,0.0275,0.0416,0.0243,0.0547,0.5922
NYISO,Hybrid,800,2020,0.0043,0.0016,0.0113,0.0331,0.0207,0.0519,0.0754,0.0536,0.1062,0.547
NYISO,Hybrid,800,2021,0.0041,0.0014,0.011,0.029,0.0179,0.0468,0.0684,0.0478,0.0999,0.5573
NYISO,Hybrid,800,2022,0.004,0.0013,0.0118,0.0253,0.0165,0.0402,0.0614,0.0434,0.09,0.57
NYISO,Hybrid,800,2023,0.0041,0.0013,0.012,0.0222,0.0136,0.0353,0.0551,0.037,0.0805,0.5809
NYISO,Hybrid,800,2024,0.004,0.0011,0.0109,0.0195,0.0112,0.0301,0.0484,0.0305,0.0694,0.5847
NYISO,Hybrid,800,2025,0.004,0.001,0.0098,0.0177,0.0096,0.0251,0.043,0.0252,0.0555,0.5811
NYISO,Gas,50,2020,0.0905,0.0351,0.1316,0.1491,0.0674,0.1872,0.1769,0.0894,0.2204,0.5464
NYISO,Gas,50,2021,0.0811,0.0266,0.1203,0.1306,0.0554,0.1761,0.1564,0.0721,0.2121,0.5523
NYISO,Gas,50,2022,0.0664,0.019,0.104,0.1068,0.045,0.1593,0.1309,0.0609,0.1929,0.5619
NYISO,Gas,50,2023,0.0531,0.0162,0.0833,0.0871,0.0377,0.136,0.1104,0.0539,0.1693,0.5659
NYISO,Gas,50,2024,0.0408,0.0122,0.074,0.0693,0.029,0.1056,0.0921,0.0459,0.1385,0.5697
NYISO,Gas,50,2025,0.0302,0.0079,0.0648,0.0546,0.0246,0.088,0.077,0.0404,0.1172,0.5645
NYISO,Gas,100,2020,0.0659,0.0226,0.1115,0.1271,0.0567,0.1712,0.1606,0.0866,0.2064,0.5414
NYISO,Gas,100,2021,0.0604,0.0189,0.1045,0.1118,0.0487,0.1589,0.1425,0.0724,0.1995,0.5468
NYISO,Gas,100,2022,0.0525,0.0155,0.0909,0.0954,0.043,0.1446,0.1235,0.0667,0.1858,0.5554
NYISO,Gas,100,2023,0.0427,0.0139,0.0708,0.0785,0.036,0.1194,0.1051,0.0575,0.1594,0.5602
NYISO,Gas,100,2024,0.0349,0.0128,0.0618,0.0654,0.0286,0.0969,0.0911,0.0472,0.1366,0.5595
NYISO,Gas,100,2025,0.0268,0.0085,0.0539,0.0532,0.0244,0.078,0.0777,0.0412,0.1152,0.5523
NYISO,Gas,200,2020,0.0528,0.0207,0.0979,0.1139,0.0538,0.1596,0.1515,0.0808,0.2008,0.5422
NYISO,Gas,200,2021,0.0502,0.0168,0.0947,0.1021,0.0489,0.1445,0.1372,0.0719,0.1909,0.5449
NYISO,Gas,200,2022,0.0448,0.0136,0.0818,0.0879,0.0447,0.1313,0.1204,0.0689,0.1797,0.5502
NYISO,Gas,200,2023,0.0362,0.0118,0.0613,0.0728,0.0355,0.1069,0.1031,0.0596,0.1558,0.5557
NYISO,Gas,200,2024,0.0301,0.0108,0.0523,0.062,0.0288,0.0869,0.0909,0.0493,0.1343,0.5523
NYISO,Gas,200,2025,0.0237,0.0075,0.0432,0.0511,0.0245,0.0685,0.0779,0.0418,0.1107,0.5418
NYISO,Gas,400,2020,0.0436,0.0157,0.0819,0.1028,0.0469,0.1439,0.144,0.0799,0.1943,0.5424
NYISO,Gas,400,2021,0.0436,0.0145,0.0832,0.0946,0.0453,0.136,0.1328,0.0723,0.1866,0.544
NYISO,Gas,400,2022,0.0384,0.0116,0.0718,0.0806,0.0427,0.1158,0.1164,0.0666,0.168,0.547
NYISO,Gas,400,2023,0.0317,0.0101,0.0549,0.0677,0.0327,0.0954,0.1011,0.0592,0.149,0.5516
NYISO,Gas,400,2024,0.0273,0.0097,0.0444,0.0588,0.0271,0.0772,0.0899,0.0488,0.1282,0.5468
NYISO,Gas,400,2025,0.0215,0.0061,0.035,0.049,0.0233,0.062,0.0779,0.0415,0.1082,0.5328
NYISO,Gas,800,2020,0.037,0.0122,0.0649,0.0946,0.0467,0.1309,0.1384,0.0807,0.1897,0.5446
NYISO,Gas,800,2021,0.0363,0.0123,0.067,0.0856,0.0445,0.1195,0.1269,0.0759,0.1795,0.5454
NYISO,Gas,800,2022,0.0333,0.0114,0.0596,0.0749,0.0389,0.1008,0.1137,0.0693,0.1595,0.5451
NYISO,Gas,800,2023,0.029,0.0099,0.0496,0.0647,0.0315,0.0856,0.1006,0.0598,0.1416,0.5451
NYISO,Gas,800,2024,0.0252,0.0081,0.0406,0.0563,0.0258,0.0744,0.089,0.0479,0.1234,0.5393
NYISO,Gas,800,2025,0.0202,0.0052,0.0332,0.0473,0.0221,0.0661,0.0772,0.0406,0.1082,0.5259
PJM,Solar,50,2020,0.068,0.0514,0.093,0.1502,0.1296,0.1803,0.206,0.1843,0.245,0.5182
PJM,Solar,50,2021,0.0592,0.0443,0.0768,0.1243,0.0989,0.1496,0.1708,0.1412,0.2056,0.5614
PJM,Solar,50,2022,0.0419,0.023,0.0589,0.0843,0.0623,0.108,0.1184,0.0952,0.1429,0.6415
PJM,Solar,50,2023,0.0217,0.0097,0.0386,0.044,0.0287,0.0697,0.0646,0.0458,0.0924,0.7438
PJM,Solar,50,2024,0.0105,0.0036,0.0229,0.0222,0.0111,0.0439,0.0349,0.0173,0.0605,0.8161
PJM,Solar,50,2025,0.0051,0.0012,0.0133,0.0116,0.0039,0.0275,0.0196,0.0067,0.0406,0.8635
PJM,Solar,100,2020,0.0486,0.0326,0.074,0.1258,0.1054,0.1558,0.1833,0.1531,0.2233,0.5241
PJM,Solar,100,2021,0.0431,0.0289,0.0656,0.1035,0.0795,0.1318,0.1534,0.1217,0.1897,0.5646
PJM,Solar,100,2022,0.0321,0.017,0.0434,0.0723,0.0555,0.083,0.1098,0.09,0.1273,0.6407
PJM,Solar,100,2023,0.0176,0.0083,0.0276,0.0399,0.0296,0.057,0.063,0.0472,0.087,0.7383
PJM,Solar,100,2024,0.0089,0.0035,0.017,0.021,0.0117,0.0377,0.0351,0.0181,0.0565,0.8098
PJM,Solar,100,2025,0.0043,0.0012,0.0099,0.0109,0.0041,0.0238,0.0197,0.0071,0.0376,0.8572
PJM,Solar,200,2020,0.0353,0.0221,0.0642,0.1063,0.0801,0.1405,0.1655,0.1276,0.2053,0.5282
PJM,Solar,200,2021,0.0328,0.0201,0.0606,0.0884,0.0677,0.123,0.1409,0.1083,0.1795,0.5647
PJM,Solar,200,2022,0.0262,0.0134,0.038,0.0651,0.0522,0.077,0.1052,0.0886,0.1232,0.633
PJM,Solar,200,2023,0.0155,0.0072,0.0229,0.038,0.0305,0.0502,0.0637,0.0486,0.0875,0.7282
PJM,Solar,200,2024,0.0081,0.0036,0.0143,0.0207,0.0123,0.0345,0.0368,0.0189,0.059,0.8025
PJM,Solar,200,2025,0.004,0.0012,0.0084,0.0109,0.0044,0.0222,0.0209,0.0076,0.0383,0.8509
PJM,Solar,400,2020,0.0284,0.0173,0.0572,0.094,0.0685,0.1304,0.1555,0.1158,0.1953,0.5304
PJM,Solar,400,2021,0.0266,0.015,0.0549,0.0791,0.056,0.1151,0.134,0.0988,0.1711,0.5622
PJM,Solar,400,2022,0.0222,0.0119,0.0362,0.06,0.0466,0.0741,0.1028,0.0816,0.1184,0.6248
PJM,Solar,400,2023,0.0141,0.0068,0.0207,0.0369,0.0317,0.0471,0.0652,0.0499,0.0882,0.7145
PJM,Solar,400,2024,0.0077,0.0036,0.0128,0.0207,0.0131,0.0326,0.0387,0.0199,0.0616,0.7901
PJM,Solar,400,2025,0.0038,0.0012,0.0075,0.011,0.0047,0.021,0.0222,0.0082,0.0405,0.8418
PJM,Solar,800,2020,0.0239,0.0134,0.0485,0.0859,0.0607,0.1215,0.1497,0.1106,0.1858,0.5296
PJM,Solar,800,2021,0.0231,0.0104,0.051,0.0737,0.0473,0.1116,0.1309,0.0944,0.17,0.5563
PJM,Solar,800,2022,0.0193,0.0092,0.0351,0.057,0.0398,0.0745,0.1036,0.0767,0.1189,0.6123
PJM,Solar,800,2023,0.0129,0.006,0.0198,0.0362,0.03,0.047,0.0679,0.0508,0.0912,0.6982
PJM,Solar,800,2024,0.0073,0.0034,0.0118,0.0209,0.0137,0.0334,0.0413,0.021,0.0651,0.7748
PJM,Solar,800,2025,0.0038,0.0012,0.0072,0.0114,0.0051,0.0212,0.024,0.0088,0.0429,0.8298
PJM,Wind,50,2020,0.0898,0.0532,0.1207,0.1649,0.1348,0.2138,0.2091,0.1773,0.2556,0.5188
PJM,Wind,50,2021,0.0684,0.0379,0.1042,0.1257,0.0957,0.1785,0.1626,0.1325,0.214,0.5555
PJM,Wind,50,2022,0.0483,0.0239,0.0826,0.0882,0.0517,0.1336,0.1181,0.0764,0.1619,0.6013
PJM,Wind,50,2023,0.0278,0.0073,0.0542,0.0534,0.0213,0.0928,0.0761,0.0368,0.1182,0.6711
PJM,Wind,50,2024,0.0144,0.0026,0.0338,0.0293,0.0101,0.0578,0.0454,0.0201,0.078,0.7467
PJM,Wind,50,2025,0.0074,0.0011,0.0196,0.0162,0.0052,0.0341,0.0272,0.0102,0.049,0.8013
PJM,Wind,100,2020,0.0633,0.0344,0.095,0.1385,0.1117,0.1767,0.1871,0.1581,0.2274,0.525
PJM,Wind,100,2021,0.0474,0.0251,0.0715,0.1037,0.0779,0.1421,0.1448,0.1187,0.1836,0.5653
PJM,Wind,100,2022,0.0361,0.0175,0.0578,0.0761,0.0491,0.1078,0.1093,0.0759,0.1403,0.6095
PJM,Wind,100,2023,0.0217,0.006,0.0403,0.0472,0.0201,0.0777,0.0721,0.0357,0.1046,0.6795
PJM,Wind,100,2024,0.0119,0.0024,0.0267,0.0271,0.0098,0.0508,0.0446,0.0198,0.0725,0.7499
PJM,Wind,100,2025,0.0064,0.0009,0.016,0.0154,0.0049,0.0306,0.0274,0.0097,0.0471,0.8038
PJM,Wind,200,2020,0.0413,0.0223,0.068,0.1101,0.0875,0.1344,0.1626,0.1335,0.1839,0.5382
PJM,Wind,200,2021,0.0327,0.0175,0.0532,0.0836,0.0621,0.1018,0.1283,0.1076,0.1493,0.5751
PJM,Wind,200,2022,0.0267,0.012,0.0469,0.0634,0.0431,0.086,0.0992,0.077,0.1235,0.6182
PJM,Wind,200,2023,0.017,0.0055,0.0333,0.041,0.02,0.063,0.0681,0.0359,0.0962,0.6856
PJM,Wind,200,2024,0.0101,0.0021,0.0227,0.025,0.0094,0.0455,0.0442,0.0192,0.0731,0.7537
PJM,Wind,200,2025,0.0058,0.0008,0.0145,0.0149,0.0047,0.0296,0.0281,0.0087,0.0525,0.8034
PJM,Wind,400,2020,0.0275,0.0156,0.0535,0.0874,0.0643,0.111,0.1422,0.1125,0.1624,0.5473
PJM,Wind,400,2021,0.0239,0.0113,0.0481,0.0694,0.0482,0.0911,0.1168,0.0977,0.1368,0.5788
PJM,Wind,400,2022,0.0203,0.0082,0.0377,0.0544,0.0366,0.0723,0.0935,0.0746,0.1087,0.6184
PJM,Wind,400,2023,0.0148,0.0045,0.0315,0.0383,0.0214,0.0585,0.0681,0.0387,0.0997,0.6829
PJM,Wind,400,2024,0.0093,0.0021,0.0213,0.0245,0.0099,0.0448,0.0461,0.0191,0.0801,0.7516
PJM,Wind,400,2025,0.0055,0.0009,0.0137,0.015,0.0048,0.0307,0.0302,0.0085,0.0603,0.7988
PJM,Wind,800,2020,0.0188,0.0102,0.0385,0.0704,0.0505,0.0922,0.1274,0.1078,0.1469,0.5502
PJM,Wind,800,2021,0.0179,0.0077,0.0397,0.0589,0.0409,0.08,0.1085,0.0937,0.1231,0.5775
PJM,Wind,800,2022,0.0168,0.0061,0.0326,0.0495,0.0336,0.0637,0.0917,0.0768,0.1049,0.6111
PJM,Wind,800,2023,0.0139,0.0035,0.031,0.0379,0.0231,0.0593,0.0711,0.0431,0.1044,0.6707
PJM,Wind,800,2024,0.0089,0.0022,0.0219,0.0248,0.0113,0.0463,0.0497,0.0198,0.0873,0.7388
PJM,Wind,800,2025,0.0054,0.001,0.0138,0.0157,0.0051,0.0321,0.0335,0.0089,0.0676,0.788
PJM,Battery,50,2020,0.0502,0.0241,0.0731,0.1215,0.072,0.1525,0.1729,0.1157,0.2132,0.5368
PJM,Battery,50,2021,0.0424,0.02,0.0631,0.0957,0.0538,0.1201,0.1392,0.0935,0.1732,0.5753
PJM,Battery,50,2022,0.0304,0.0113,0.046,0.0663,0.0396,0.0888,0.0995,0.0685,0.1343,0.6424
PJM,Battery,50,2023,0.0178,0.005,0.0291,0.0378,0.0213,0.0524,0.0591,0.0393,0.0799,0.7312
PJM,Battery,50,2024,0.0089,0.0021,0.0175,0.0199,0.0107,0.0337,0.0331,0.0185,0.0513,0.8038
PJM,Battery,50,2025,0.0044,0.0008,0.0098,0.0106,0.0048,0.0218,0.0187,0.0086,0.0346,0.8489
PJM,Battery,100,2020,0.0366,0.0136,0.0578,0.1043,0.0574,0.1316,0.1582,0.1004,0.1998,0.5427
PJM,Battery,100,2021,0.0325,0.0137,0.0557,0.0847,0.0461,0.1079,0.1312,0.0863,0.1603,0.5767
PJM,Battery,100,2022,0.0252,0.0104,0.0414,0.061,0.0363,0.0806,0.0968,0.0696,0.1275,0.6395
PJM,Battery,100,2023,0.0155,0.0046,0.0253,0.0362,0.0215,0.0488,0.0597,0.0398,0.0826,0.7259
PJM,Battery,100,2024,0.008,0.002,0.0144,0.0195,0.0106,0.0319,0.0339,0.0184,0.0548,0.8003
PJM,Battery,100,2025,0.0039,0.0008,0.0079,0.0104,0.0047,0.0205,0.0193,0.0086,0.0345,0.8453
PJM,Battery,200,2020,0.0296,0.0115,0.053,0.093,0.0555,0.1249,0.1486,0.098,0.1859,0.5466
PJM,Battery,200,2021,0.0268,0.011,0.0515,0.0762,0.044,0.1058,0.1248,0.0838,0.1576,0.577
PJM,Battery,200,2022,0.0221,0.0099,0.0391,0.0571,0.0362,0.0755,0.0955,0.0705,0.1205,0.6331
PJM,Battery,200,2023,0.0141,0.0047,0.0239,0.035,0.0224,0.0463,0.0608,0.0398,0.0838,0.7167
PJM,Battery,200,2024,0.0076,0.0021,0.0133,0.0196,0.011,0.0313,0.0358,0.0189,0.0602,0.7902
PJM,Battery,200,2025,0.0038,0.0009,0.0071,0.0106,0.0051,0.02,0.0206,0.0091,0.0385,0.8373
PJM,Battery,400,2020,0.0244,0.0113,0.0437,0.0842,0.0562,0.1167,0.1419,0.0974,0.181,0.5458
PJM,Battery,400,2021,0.0228,0.0095,0.0464,0.0705,0.0439,0.1039,0.1214,0.0849,0.1594,0.5729
PJM,Battery,400,2022,0.0196,0.0083,0.037,0.0552,0.0364,0.0735,0.0965,0.073,0.117,0.6218
PJM,Battery,400,2023,0.0133,0.0047,0.0223,0.0354,0.0238,0.0458,0.0641,0.0451,0.0883,0.7006
PJM,Battery,400,2024,0.0073,0.0022,0.0125,0.02,0.0121,0.0314,0.0384,0.0216,0.0651,0.776
PJM,Battery,400,2025,0.0037,0.001,0.0067,0.011,0.0056,0.02,0.0223,0.0104,0.0431,0.828
PJM,Battery,800,2020,0.0207,0.0092,0.0358,0.0777,0.0489,0.1056,0.1363,0.0901,0.1704,0.5439
PJM,Battery,800,2021,0.02,0.0075,0.0416,0.0669,0.0412,0.0999,0.1201,0.0822,0.1581,0.5641
PJM,Battery,800,2022,0.0178,0.0069,0.035,0.0546,0.0345,0.0732,0.0998,0.0704,0.1189,0.6037
PJM,Battery,800,2023,0.0125,0.0049,0.0221,0.0363,0.0256,0.0481,0.0688,0.0506,0.0931,0.6793
PJM,Battery,800,2024,0.0073,0.0023,0.0127,0.0213,0.0135,0.0343,0.0424,0.0261,0.0706,0.7571
PJM,Battery,800,2025,0.0038,0.001,0.007,0.0117,0.0063,0.0213,0.0247,0.0121,0.0472,0.8108
PJM,Hybrid,50,2020,0.0466,0.0254,0.0745,0.1053,0.0742,0.1371,0.1525,0.1148,0.1975,0.5511
PJM,Hybrid,50,2021,0.0379,0.0186,0.0572,0.0835,0.0594,0.1057,0.124,0.0922,0.1542,0.5875
PJM,Hybrid,50,2022,0.0261,0.0114,0.037,0.057,0.0391,0.0666,0.088,0.0692,0.1085,0.6581
PJM,Hybrid,50,2023,0.0142,0.0054,0.0219,0.0321,0.0188,0.0491,0.0522,0.0315,0.0771,0.7452
PJM,Hybrid,50,2024,0.0072,0.0019,0.0149,0.0174,0.0076,0.0341,0.0302,0.013,0.0525,0.8117
PJM,Hybrid,50,2025,0.0037,0.0006,0.0095,0.0097,0.003,0.0231,0.018,0.0056,0.0368,0.851
PJM,Hybrid,100,2020,0.0338,0.0169,0.0611,0.0889,0.065,0.1145,0.1383,0.1076,0.1742,0.5564
PJM,Hybrid,100,2021,0.0293,0.0143,0.0522,0.0736,0.0549,0.1003,0.1173,0.0909,0.1477,0.5862
PJM,Hybrid,100,2022,0.0221,0.0097,0.0328,0.0536,0.0395,0.0625,0.0876,0.073,0.1099,0.6522
PJM,Hybrid,100,2023,0.0125,0.005,0.0191,0.0313,0.0192,0.0471,0.0539,0.0318,0.0827,0.7368
PJM,Hybrid,100,2024,0.0066,0.0018,0.0133,0.0174,0.0077,0.0334,0.0315,0.0131,0.0551,0.8052
PJM,Hybrid,100,2025,0.0035,0.0006,0.0087,0.0098,0.0032,0.0229,0.0189,0.0059,0.0377,0.8468
PJM,Hybrid,200,2020,0.0254,0.0128,0.05,0.0768,0.06,0.1033,0.1279,0.1014,0.1572,0.5576
PJM,Hybrid,200,2021,0.0241,0.0119,0.0481,0.0671,0.0529,0.0942,0.1133,0.0887,0.1416,0.5806
PJM,Hybrid,200,2022,0.0191,0.0081,0.0311,0.0509,0.0398,0.0617,0.0878,0.0726,0.1095,0.6421
PJM,Hybrid,200,2023,0.0111,0.0045,0.0169,0.0306,0.02,0.0438,0.0556,0.0333,0.0845,0.7254
PJM,Hybrid,200,2024,0.0061,0.0017,0.0112,0.0175,0.008,0.0326,0.0335,0.0132,0.0586,0.7946
PJM,Hybrid,200,2025,0.0033,0.0006,0.0078,0.0099,0.0034,0.0226,0.0202,0.0059,0.0392,0.8389
PJM,Hybrid,400,2020,0.0185,0.0095,0.0376,0.0655,0.0509,0.0873,0.1177,0.0911,0.1429,0.5573
PJM,Hybrid,400,2021,0.0196,0.0092,0.0431,0.0613,0.0466,0.0885,0.1096,0.0838,0.1392,0.5721
PJM,Hybrid,400,2022,0.0167,0.007,0.03,0.0491,0.0411,0.062,0.089,0.0728,0.1092,0.6275
PJM,Hybrid,400,2023,0.0103,0.004,0.0168,0.0307,0.0216,0.0422,0.0587,0.0359,0.0854,0.7072
PJM,Hybrid,400,2024,0.0058,0.0017,0.0098,0.018,0.0085,0.0326,0.0361,0.0138,0.0622,0.7798
PJM,Hybrid,400,2025,0.0031,0.0006,0.0065,0.0102,0.0036,0.0221,0.0219,0.0062,0.0413,0.8283
PJM,Hybrid,800,2020,0.0141,0.007,0.0279,0.0578,0.0436,0.0749,0.1119,0.0858,0.1332,0.5526
PJM,Hybrid,800,2021,0.0159,0.007,0.0374,0.0559,0.0404,0.0822,0.1068,0.0798,0.1348,0.5638
PJM,Hybrid,800,2022,0.0146,0.0057,0.0289,0.048,0.0375,0.0632,0.0923,0.071,0.1148,0.6094
PJM,Hybrid,800,2023,0.0096,0.0036,0.0167,0.0315,0.0232,0.0424,0.063,0.0402,0.0909,0.6892
PJM,Hybrid,800,2024,0.0055,0.0017,0.0089,0.0189,0.0095,0.0325,0.04,0.0161,0.0681,0.7634
PJM,Hybrid,800,2025,0.003,0.0006,0.006,0.011,0.0038,0.0227,0.0244,0.0071,0.0457,0.8151
