lon,lat,sqft,state_abb,operator,type
-104.87793294999813,39.58924804995954,8059.0,CO,Verizon,building
-112.35998844515764,33.41949068772329,413250.0,AZ,,building
-96.79457490220037,32.78371232090692,49853.0,TX,,building
-122.91709178475038,45.558285521867774,214259.0,OR,Flexential,building
-74.15291807503208,41.078302339181775,200804.0,NJ,nyse,building
-118.11402444850228,34.57998399250564,17388.0,CA,,building
-104.52196604272532,38.80265970986479,42627.0,CO,,building
-122.76587362101382,45.31873065187943,24854.0,OR,,building
-96.6765444557892,33.00929860932998,108401.0,TX,,building
-96.65737558964425,33.137934223084564,30651.0,TX,,building
-95.86367622394388,30.018697853415755,352246.0,TX,DXC Technology,building
-77.55909921912577,38.77797945837826,146162.0,VA,Amazon Web Services,building
-77.55789122919084,38.77743693462092,147480.0,VA,Amazon Web Services,building
-81.6835984766603,41.50635749142958,71439.0,OH,,building
-117.84410419953558,33.70750645042811,37065.0,CA,TPx Communications,building
-118.2555689501841,34.04791495021397,25505.0,CA,,campus
-81.66242566977944,30.33142981885113,30201.0,FL,,building
-119.8874068597649,47.23948680981334,143439.0,WA,Microsoft,building
-119.86445275389522,47.23856068621164,44446.0,WA,,building
-119.82542905367347,47.24760077002591,138534.0,WA,,building
-97.25934313221772,32.98378403788744,634395.0,TX,Meta,building
-94.7702895910638,38.92517007028676,44552.0,KS,,building
-97.24529013457187,33.00638147848431,242536.0,TX,,building
-97.25920173475927,32.98885535912591,277996.0,TX,Quality Technology Services,building
-98.68954665082217,29.472846040284345,55066.0,TX,Lowe's,building
-98.68620953197288,29.47034447909316,48815.0,TX,CHRISTUS Health,building
-98.68765019924956,29.470223440456333,68591.0,TX,Frost Bank,building
-98.68811007066918,29.46655501468974,102327.0,TX,CyrusOne,building
-98.68006447609892,29.47428541340784,58304.0,TX,Valero,building
-98.6717367823064,29.472016548814928,71324.0,TX,,building
-98.67299896081856,29.47084945067936,108554.0,TX,CyrusOne,building
-98.67219273226,29.47004426742346,100537.0,TX,CyrusOne,building
-80.91620847296733,35.14278901717108,93604.0,NC,,building
-120.87012500756974,44.28888249144302,377457.0,OR,,building
-82.35116156727058,27.94553184264413,97332.0,FL,Cyxtera,building
-96.98278763369082,32.89728320232041,306213.0,TX,Quality Technology Services,building
-88.09488558888414,41.80234062646393,361205.0,IL,Centersquare,building
-111.83930897383505,33.36191382983084,91811.0,AZ,,building
-117.15894804229632,32.74757512655355,88910.0,CA,American Telephone & Telegraph,building
-86.76414722152771,36.14048086552297,10355.0,TN,,building
-84.38373631254974,33.76514415943699,23046.0,GA,,building
-104.8980886,41.124032949239215,62914.0,WY,,building
-104.8992687499629,41.124036799320784,67797.0,WY,,building
-104.89927145,41.12528359932865,62555.0,WY,,building
-104.89808331876364,41.12528676311575,63264.0,WY,,building
-80.04253151075422,40.42737727783291,27441.0,PA,Expedient,building
-111.85899423023751,33.421284262350255,57992.0,AZ,Centersquare,building
-95.56325379028314,29.99520064778405,264173.0,TX,DXC Technology,building
-95.56398536553904,29.997307161324283,113970.0,TX,DXC Technology,building
-84.64299464110024,42.68795132456832,23079.0,MI,,building
-77.49325147292357,38.9168847531172,143980.0,VA,Amazon Web Services,building
-84.66608910001226,42.70539040001097,72843.0,MI,,building
-77.51987469094145,38.94932164782646,149941.0,VA,Amazon Web Services,building
-84.67590752731094,34.0707036329806,18558.0,GA,,building
-93.51143854964342,41.66969372876868,26568553.0,IA,Meta,campus
-96.79470699634729,43.59991456599551,243125.0,SD,,building
-82.81062585456809,40.10386011394031,102681.0,OH,,building
-82.80494540049781,40.10455003825464,44250.0,OH,,building
-82.80893932428502,40.10367720079985,32222.0,OH,,building
-96.7525015956488,32.99481331799373,68520.0,TX,Flexential,building
-96.72550500041572,33.17179580069162,76624.0,TX,,building
-83.00256546104873,40.11571701578424,56266.0,OH,,building
-121.89338203369856,37.40255873642884,78105.0,CA,Stack Infrastructure,building
-121.89238428102912,37.40221252579365,107993.0,CA,Stack Infrastructure,building
-92.28862384290709,38.9235119701765,39487.0,MO,,building
-93.50646556541808,41.66707142244616,377755.0,IA,Meta,building
-77.4575028799799,39.02790807231044,121176.0,VA,Amazon Web Services,building
-77.45968288935686,39.02956976120693,202194.0,VA,Amazon Web Services,building
-77.4582461041282,39.02877370248201,110965.0,VA,Amazon Web Services,building
-82.75133937578003,40.09462975659448,161683.0,OH,Amazon Web Services,building
-111.60413892780116,33.34702102097167,1263277.0,AZ,,building
-111.60431805940924,33.34679827603292,3983906.0,AZ,Apple,campus
-97.59160304354108,30.421141229242764,9209.0,TX,,building
-73.38864944847491,41.11309235035119,77778.0,CT,CyrusOne,building
-97.71307641626,30.19958813781982,104857.0,TX,,building
-106.77989614196927,34.8302282334924,21836553.0,NM,Meta,campus
-84.58522343651347,33.7505902365265,2608502.0,GA,Google,campus
-95.86449775401766,41.22165804807755,2304742.0,IA,Google,campus
-87.91824122484651,41.923005619536646,306766.0,IL,Microsoft,building
-99.30018745000542,38.87213220021316,11561.0,KS,,building
-115.21425795862818,36.057833939238215,264412.0,NV,Switch,building
-115.21962787172576,36.055707545706994,286176.0,NV,Switch,building
-95.57078462369284,29.82150611372374,98195.0,TX,,building
-70.9505927450425,42.982091089771785,7733.0,NH,Phillips Exeter Academy,building
-122.28956096659816,47.82242518543509,24944.0,WA,,building
-96.6559259339588,33.13780536915544,33064.0,TX,,building
-96.65995157388971,33.13852055876386,271378.0,TX,CyrusOne,building
-119.65497937870389,45.8404435353901,151857.0,OR,Amazon Web Services,building
-119.26773387516516,45.91744776004561,260806.0,OR,Amazon Web Services,building
-77.4528288502262,39.027108657277445,150443.0,VA,Amazon Web Services,building
-77.44975813852024,39.0230066415448,96380.0,VA,Equinix,building
-96.66164643777844,33.000144175089304,19684.0,TX,Stream,building
-96.71587662115734,32.96478869284149,112950.0,TX,Rackspace,building
-96.71321200734354,32.966281179214505,83615.0,TX,Digital Realty,building
-96.71054642217494,32.96723267704503,122436.0,TX,Digital Realty,building
-96.71119611224064,32.96625357197764,62460.0,TX,,building
-96.7133081589403,32.96724066068804,122015.0,TX,Digital Realty,building
-96.71029113488274,32.96504621467304,116539.0,TX,Digital Realty,building
-96.71260861653484,32.96520380450456,222335.0,TX,Digital Realty,building
-96.7155872032112,32.96607650613046,109470.0,TX,Digital Realty,building
-77.47934369722755,39.00155183162294,112516.0,VA,Digital Realty,building
-77.48059544638194,39.00051142251577,206225.0,VA,Digital Realty,building
-77.47806996501424,39.00000986435985,144298.0,VA,Digital Realty,building
-77.47718416154996,39.00110985023303,114543.0,VA,Digital Realty,building
-94.86768784080613,38.94011284438559,198601.0,KS,,building
-94.8644712263048,38.93564309846072,162098.0,KS,,building
-121.78476265158876,37.241198528847725,86340.0,CA,Equinix,building
-75.19532326682351,39.83093011411571,41058.0,NJ,,building
-96.14761886051996,41.22040844920032,38873.0,NE,Verizon Wireless,building
-81.39343863284896,28.61746822748528,107548.0,FL,,building
-80.04145344691864,33.064272175156404,146623.0,SC,Google,building
-76.6828450662765,39.213451704108,33372.0,MD,,building
-77.45763923535499,39.02501032438008,74197.0,VA,NTT,building
-109.52899881097022,40.45659345173178,12971.0,UT,,building
-74.67032960036524,40.570372202161614,276729.0,NJ,,building
-84.23739137243545,34.09658361289754,116842.0,GA,,building
-115.21413677748544,36.05588519591084,230261.0,NV,Switch,building
-90.25539338967404,38.63656882805553,24519.0,MO,Washington University in St. Louis,building
-74.57387794234592,40.58147446747312,28468.0,NJ,,building
-80.04215854242156,33.06378014460109,8310940.0,SC,Google,campus
-85.45584883805839,31.231904196338384,10736.0,AL,AngelTrax Mobile Video Surveillance Solutions,building
-106.78382909936067,34.830246608460115,654433.0,NM,Meta,building
-119.65793309033624,45.841413570882,284033.0,OR,Amazon Web Services,building
-122.27986153681454,47.15884380411734,93539.0,WA,,building
-122.27930643656472,47.16085522590024,115786.0,WA,,building
-84.27302456443608,34.05713671179483,595317.0,GA,Ascent,campus
-98.80398520347534,29.41195432542485,169781.0,TX,Microsoft,building
-98.80273022506276,29.41201232003809,177468.0,TX,Microsoft,building
-119.86960399091237,47.243696120678365,1779563.0,WA,CyrusOne,campus
-77.46564263578887,39.01753209282454,409481.0,VA,Digital Realty,building
-77.47198105085518,39.01773031842296,2116133.0,VA,,campus
-77.47037644027546,39.01718232920256,231924.0,VA,NTT,building
-77.46731852528755,39.015466253556106,329257.0,VA,Digital Realty,building
-96.66635359923826,33.00705207090953,217850.0,TX,Flexential,building
-81.26027296867808,35.58705991324804,207083.0,NC,,building
-87.97785780206577,42.86317702172799,26099.0,WI,,building
-77.54172453948773,38.779381509444576,149064.0,VA,Amazon IAD85,building
-69.92315054547124,43.895071082625066,55383.0,ME,FirstLight,building
-82.7503408359755,40.06840826479164,663238.0,OH,Meta,building
-95.44332796622496,29.65814636487484,25487.0,TX,,building
-97.25507514509351,32.984993663270515,435206.0,TX,Meta,building
-83.13517288858029,40.06115215749759,161809.0,OH,Amazon Web Services,building
-78.37655327186563,36.685373308018725,11273954.0,VA,Microsoft,campus
-77.23828608770066,37.49580861055279,2209960.0,VA,,campus
-77.52095152964785,38.94868695570169,181794.0,VA,Amazon Web Services,building
-77.52183101959601,38.94838582329714,184907.0,VA,Amazon Web Services,building
-77.5243689977558,38.943153938233976,215928.0,VA,Google,building
-77.49806149327199,38.95792208165856,188334.0,VA,Amazon Web Services,building
-77.49778688217901,38.95678305314267,154814.0,VA,Amazon Web Services,building
-119.88757256028282,47.23765678799786,112036.0,WA,Microsoft,building
-119.88319809847748,47.23762824027307,116001.0,WA,Microsoft,building
-119.88329009579328,47.23672160801631,157191.0,WA,Microsoft,building
-119.88747588150468,47.236737102694434,162608.0,WA,Microsoft,building
-119.81372107907391,47.25394644110428,124695.0,WA,,building
-77.47156052841791,39.01202683336312,48591.0,VA,,building
-77.4498761385079,38.99945874398648,402308.0,VA,,campus
-77.54831684502851,38.79098152194525,989045.0,VA,,campus
-77.44184182852638,38.986278739590496,136770.0,VA,Amazon Web Services,building
-77.44263838662451,38.98699723329166,116533.0,VA,Amazon Web Services,building
-77.65291934437082,38.81513240657421,147547.0,VA,Amazon Web Services,building
-77.65269565653946,38.81581597741176,1278242.0,VA,Amazon,campus
-119.26771376022246,45.913883188873065,271590.0,OR,Amazon Web Services,building
-119.65544902618971,45.84117425838994,123601.0,OR,Amazon Web Services,building
-119.6300360999594,45.853786061670256,263671.0,OR,Amazon Web Services,building
-119.60370922412667,45.84665532541318,211981.0,OR,Amazon Web Services,building
-119.88771018102906,47.23776925865819,8381014.0,WA,Microsoft,campus
-121.20240398131143,45.63852891759573,1100932.0,OR,Google,campus
-77.45017109526839,38.99951534656983,164144.0,VA,Quality Technology Services,building
-77.46725431679586,39.00645434248415,244372.0,VA,Digital Realty,building
-77.46762344628391,39.0077179647985,549223.0,VA,Digital Realty,building
-77.46553606881868,39.01270664038011,289043.0,VA,Digital Realty,building
-77.43982021083254,39.00065496674865,224621.0,VA,GI Partners,building
-77.43766056847713,39.00239460734178,127578.0,VA,Vantage Data Centers,building
-77.41165153795028,38.988603084770965,147749.0,VA,Amazon Web Services,building
-77.4111191682655,38.98784716047373,149486.0,VA,Amazon Web Services,building
-77.41047540861862,38.98694260549739,149857.0,VA,Amazon Web Services,building
-77.42742182982602,38.981642917536455,150384.0,VA,Amazon Web Services,building
-77.41322000920242,39.021167383773054,154011.0,VA,CyrusOne,building
-77.43388565556346,39.02022492908554,150826.0,VA,Amazon Web Services,building
-77.43402989103284,39.01916893584491,150804.0,VA,Amazon Web Services,building
-77.45069857065232,39.03549407754049,148005.0,VA,Amazon Web Services,building
-77.44979480828684,39.03629402145032,146333.0,VA,Amazon Web Services,building
-77.49436645394151,38.917010722177295,151356.0,VA,Amazon Web Services,building
-77.47725088518797,38.91607635389445,213595.0,VA,Amazon Web Services,building
-106.5421751246662,35.04834871785767,43011.0,NM,,building
-77.53939966702264,39.05143172924,1291753.0,VA,Google,campus
-120.87021590519326,44.28727726878123,344665.0,OR,,building
-120.88151890467708,44.29368315614664,328376.0,OR,,building
-119.36661621765712,45.79780879526037,215703.0,OR,Amazon Web Services,building
-77.24588647315302,37.48900065235947,3801096.0,VA,Quality Technology Services,campus
-77.47827343879716,39.01541716578102,144382.0,VA,,building
-87.2600112195247,36.62857603307224,26612163.0,TN,Google LLC,campus
-77.53957659001316,39.05264058118304,140634.0,VA,Google,building
-104.89703157236752,41.12869983787105,571755.0,WY,University Corporation for Atmospheric Research,campus
-84.58121647346032,33.74422840992556,249314.0,GA,,building
-87.96490377244766,41.99439647260606,348220.0,IL,Digital Realty,building
-87.95773561339534,41.99446382316948,302974.0,IL,Digital Realty,building
-96.81513069944252,33.08756902002124,375691.0,TX,,campus
-74.0686769901749,40.77506789883385,535110.0,NJ,Equinix,campus
-74.07270033730751,40.77751886890039,70938.0,NJ,Equinix,building
-77.52625036711285,38.94277143488421,2143143.0,VA,Google,campus
-77.5215991553083,38.94833223285257,1654964.0,VA,,campus
-95.7554503307746,29.80286842346413,344540.0,TX,Skybox,campus
-85.74826082398661,34.914333709146234,7582142.0,AL,Google LLC,campus
-96.14372146857282,41.121753730397295,5922319.0,NE,Meta,campus
-74.51939325696017,40.57989412652374,85030.0,NJ,PSE&G,building
-81.3950094307914,35.25044990396285,379990.0,NC,,campus
-92.52212055150672,44.07081644375691,48317.0,MN,,building
-82.8007477594743,40.106353701609386,563283.0,OH,,campus
-96.4028549048576,33.971721452767405,13494.0,OK,Choctaw Nation of oklahoma,building
-122.92783045218717,45.558767154104125,157854.0,OR,Quality Technology Services,building
-74.24350729682128,40.584343135171615,159389.0,NJ,,building
-111.9548376637448,40.756306581410776,63362.0,UT,Flexential,building
-123.00186141171868,44.92654909196885,46536.0,OR,State of Oregon,building
-122.91685270250116,45.56799342826786,283056.0,OR,Digital Realty,building
-80.19329665075328,26.190085718944182,73580.0,FL,Flexential,building
-95.4865263462616,30.17778285074309,126121.0,TX,,building
-77.4246254873571,38.98255213281915,103663.0,VA,Amazon Web Services,building
-77.41909467085335,39.02369830815542,102452.0,VA,Amazon Web Services,building
-77.42043928426207,39.02434599828099,102629.0,VA,Amazon Web Services,building
-115.10126087457564,36.24816478211208,110728.0,NV,Flexential,building
-98.5247312569212,33.95337794611651,39127.0,TX,,building
-121.3285496442757,44.04740740013566,11249.0,OR,,building
-83.77960216531768,42.968713165412495,36835.0,MI,,building
-74.70962307676368,40.59934510477914,19551.0,NJ,,building
-74.71011198716056,40.59971850671678,54527.0,NJ,,building
-106.78034710972685,34.83004000903251,543736.0,NM,Meta,building
-78.7839857849851,35.76675058444294,8134.0,NC,,building
-88.73398014165807,42.83365364525283,9001.0,WI,AT&T,building
-113.29267194552416,46.33213162016486,1510.0,MT,,building
-74.68281624993381,40.52807180013584,7942.0,NJ,,building
-74.70559634852464,40.555692492579,156691.0,NJ,,building
-77.23731114669016,37.483928208517945,588189.0,VA,Meta,building
-88.34487612453424,44.20445478438387,60180.0,WI,Involta,building
-120.879434601439,44.29909531760913,630160.0,OR,,building
-120.88988386659982,44.30125484226488,622980.0,OR,,building
-83.44414059814616,42.23532661902879,24599.0,MI,US Signal,building
-119.542362748536,39.56771439975202,89831.0,NV,,building
-119.54320948328537,39.5675010277547,89571.0,NV,,building
-119.54438836390534,39.567160471410034,88594.0,NV,,building
-119.54522686760028,39.56692084061534,92133.0,NV,,building
-119.54797410085597,39.56575835137741,90711.0,NV,,building
-119.54768980080748,39.56510625130509,89076.0,NV,,building
-75.65431290741553,40.54423619107065,146248.0,PA,,building
-106.77647063706308,34.83028297052059,654617.0,NM,Meta,building
-104.83358763919368,39.55907170105136,28132.0,CO,,building
-122.06720998673867,38.24625878204932,55270.0,CA,,building
-111.88253182214665,33.26757617844676,98354.0,AZ,CyrusOne,building
-93.5163985612244,41.66773731235317,606958.0,IA,Meta,building
-77.45822142581041,39.00867671486767,396985.0,VA,Digital Realty,building
-77.43883923491136,39.01850733590168,105629.0,VA,Amazon Web Services,building
-77.47057790756796,39.01362014126083,140140.0,VA,Aligned,building
-77.45025584399268,39.02250015234666,76665.0,VA,Equinix,building
-77.4799880049684,39.01449812159213,131966.0,VA,Sabey Data Centers,building
-77.47261400700225,39.01829557276318,124046.0,VA,NTT,building
-77.4725949606788,39.01986885247179,160282.0,VA,NTT,building
-77.46278492885698,39.01015664517334,499194.0,VA,CloudHQ,building
-77.46245654474913,39.01176419603625,252770.0,VA,CloudHQ,building
-77.43559835674785,38.9967245725433,103076.0,VA,Amazon Web Services,building
-112.36482981743816,33.40794624396243,246184.0,AZ,Microsoft,building
-96.13364372425686,41.12194722186616,6242843.0,NE,Meta,campus
-77.45455808439559,39.01182265065321,78961.0,VA,Equinix,building
-73.89790099960555,40.95126975040576,13426.0,NY,,building
-82.74890966242867,40.06527171787832,663286.0,OH,Meta,building
-119.8951561143571,47.23709780537748,216848.0,WA,,building
-111.6195525034396,33.344131138754335,112901.0,AZ,,building
-83.19821400000001,42.21390200001323,953.0,MI,Comcast,building
-104.78638139764936,38.98888835974735,47705.0,CO,SAP,building
-120.2139654565477,47.40724312100206,102013.0,WA,,building
-120.21413428085418,47.40741705535317,362519.0,WA,Actapio,campus
-120.21746237329,47.39214942683649,13946.0,WA,,building
-120.21787734999982,47.39179410004563,4004.0,WA,,building
-120.2175143749647,47.391756904098365,4003.0,WA,,building
-120.2169013334627,47.39175897510766,7706.0,WA,,building
-97.2554600255551,32.98829583281708,753193.0,TX,Meta,building
-97.24615495491396,33.004502129194734,79688.0,TX,,building
-77.4175500441367,38.98145515417609,215095.0,VA,Amazon Web Services,building
-77.4167856863848,38.98238771254631,216850.0,VA,Amazon Web Services,building
-95.93784939082518,41.25729103361583,35689.0,NE,News-Press & Gazette Company,building
-74.1402186895567,40.83344999607061,140278.0,NJ,,building
-86.63779793677823,36.03268133759001,93318.0,TN,,building
-86.85568727257493,35.92450968308544,285740.0,TN,,campus
-83.1996986090437,40.10257307151942,151703.0,OH,Amazon Web Services,building
-83.1997637520824,40.10358662896317,159123.0,OH,Amazon Web Services,building
-86.7915321749878,36.02321854497319,1834566.0,TN,,campus
-111.62196431898784,33.3442978188128,1602504.0,AZ,,campus
-77.65249934084503,38.8161031223026,152692.0,VA,Amazon Web Services,building
-111.84097388722816,33.342616247713266,20604.0,AZ,,building
-78.32812683838715,35.839325206702256,143011.0,NC,,building
-93.70254178906356,41.51674074828143,153956.0,IA,Microsoft,building
-93.70251346931218,41.51584274137181,149149.0,IA,Microsoft,building
-93.70630110395008,41.5158179370744,144428.0,IA,Microsoft,building
-93.70635081713183,41.51671171276783,146482.0,IA,Microsoft,building
-93.70633127239608,41.51850163161288,145134.0,IA,Microsoft,building
-93.7063124996927,41.51760660601612,143145.0,IA,Microsoft,building
-93.70249272354832,41.51764119065465,141016.0,IA,Microsoft,building
-93.70252494893268,41.51853822500233,141225.0,IA,Microsoft,building
-93.78703936226476,41.49787064306023,239270.0,IA,Microsoft,building
-93.78707464281725,41.49891302864557,243678.0,IA,Microsoft,building
-93.78856494092211,41.4982126945884,3691114.0,IA,Microsoft,campus
-93.78856494092211,41.4982126945884,3691114.0,IA,Microsoft,campus
-93.51662854518422,41.67117312225116,628003.0,IA,Meta,building
-78.94480168233245,43.07483783638032,16242.0,NY,Blockfusion,building
-113.54474869182133,37.062799199655686,1833.0,UT,Lumen Technologies,building
-86.91145719083487,33.40471562419184,665569.0,AL,,campus
-111.71916515034208,33.47542082249551,21279.0,AZ,,building
-91.58707810457734,41.70399842447885,2709.0,IA,,building
-80.9281209975006,35.17319550189212,61578.0,NC,TierPoint,building
-80.92635689076968,35.180053426012265,18094.0,NC,,building
-78.29095951194115,39.017644447296405,273198.0,VA,,campus
-87.64130393635244,41.86279831305618,61773.0,IL,CoreSite,building
-122.28415777716296,47.86469753279464,2369.0,WA,Unity Cable System,building
-110.7874236595772,32.092706483207095,14373.0,AZ,DirecTV,building
-115.00905166700048,36.05779722778458,2037873.0,NV,,campus
-115.00857680765697,36.056288380442616,143869.0,NV,Google,building
-115.00879721733386,36.05880161382709,141227.0,NV,Google,building
-85.74742813692481,34.9136919358168,144996.0,AL,Google,building
-85.74593535678355,34.91367641738197,141947.0,AL,Google,building
-77.5400258996867,39.05060777386236,140157.0,VA,,building
-97.06248797347524,32.44212970719258,144574.0,TX,Google,building
-97.06333284249686,32.44355545089075,138230.0,TX,Google,building
-87.26129639057423,36.62458167653138,169736.0,TN,Google,building
-82.76429366972576,40.06114460722927,145177.0,OH,Google,building
-96.14419028998032,41.12354217069119,666382.0,NE,Meta,building
-96.14485433047682,41.1207319993102,515084.0,NE,Meta,building
-96.14672977480356,41.13497469466853,152487.0,NE,Google,building
-105.02070322444692,39.98908743748672,188160.0,CO,JPMorgan Chase,building
-89.57480850448691,43.78218427328896,8257.0,WI,,building
-96.804396257992,32.53872184532015,41692.0,TX,,building
-77.43938662806684,39.01693014125531,127104.0,VA,Amazon Web Services,building
-122.93988400686504,45.55520512998273,97536.0,OR,Flexential,building
-87.95776458161538,41.99912438131275,215922.0,IL,Stream,building
-87.96519018575371,42.006843875852,298471.0,IL,Stack Infrastructure,building
-87.95113481547399,42.00260065820328,120616.0,IL,Stream,building
-73.75919958242348,42.74544108847024,10465.0,NY,,building
-93.82789533434016,41.540709217348976,220735.0,IA,Microsoft,building
-81.26456965310366,35.5903923643093,203410.0,NC,,building
-83.13490722876958,40.06014718926057,161757.0,OH,Amazon Web Services,building
-117.53714762552474,47.59461614024328,14085.0,WA,,building
-78.8567969651793,38.46254477041857,505755.0,VA,,campus
-73.51671558521066,41.09183280598617,10526.0,CT,,building
-94.7552318373576,38.94066934722939,58095.0,KS,TierPoint,building
-77.49989682110625,38.717028377885455,399915.0,VA,CloudHQ,building
-81.82513233085027,35.316554514924,319829.0,NC,Meta,building
-81.82474729583835,35.315698382784056,4849510.0,NC,Meta,campus
-77.43838436569268,39.01608221259819,105735.0,VA,Amazon Web Services,building
-77.56412899431636,39.07478688334023,155317.0,VA,Microsoft,building
-121.95533775020122,37.36905321130347,38759.0,CA,NTT,building
-84.26431627074264,34.07592247657671,149055.0,GA,,building
-86.78368364527593,36.21535165955505,191585.0,TN,BNYM,building
-77.55535615935244,38.94928209940735,1735467.0,VA,,campus
-77.56054492011098,38.94808953816639,104431.0,VA,Amazon Web Services,building
-77.56045170040849,38.94989544830295,104434.0,VA,Amazon Web Services,building
-122.93791223873744,45.554197103944304,94010.0,OR,Stack Infrastructure,building
-83.06975885855375,42.32617958756391,46220.0,MI,Quicken Loans,building
-111.3042449169628,42.317295842348535,4081.0,ID,The Church of Jesus Christ of Latter-day Saints,building
-83.37670351660657,36.32807395055384,1232.0,TN,,building
-77.5396744253525,39.04409911181553,78907.0,VA,True North Data Solutions,building
-122.9296313964584,45.55876356137954,172698.0,OR,Quality Technology Services,building
-119.68835481078412,45.83792394838973,210994.0,OR,Amazon Web Services,building
-119.6931290980946,45.83754024756914,211026.0,OR,Amazon Web Services,building
-119.60564495354758,45.84665461437445,211938.0,OR,Amazon Web Services,building
-104.71275427482882,39.729478071116986,184275.0,CO,,building
-78.74920687191288,43.04498475079566,41938.0,NY,,building
-122.93190590213918,45.55877963410689,171585.0,OR,Quality Technology Services,building
-122.93522042560193,45.55880139187874,168921.0,OR,Quality Technology Services,building
-122.93294634090128,45.5587812168356,173993.0,OR,Quality Technology Services,building
-122.9382474261934,45.559469442156384,337274.0,OR,Flexential,building
-87.91840525370044,42.67566516635273,9094.0,WI,,building
-81.65777529837548,41.50506588325723,29490.0,OH,,building
-80.57017464245234,35.179383199219835,608141.0,NC,,campus
-76.11592528923454,43.01207616834648,12169.0,NY,Syracuse University,building
-77.42970207458241,39.03230534445815,131936.0,VA,Amazon Web Services,building
-76.55173790938491,39.29355879768687,3880.0,MD,,building
-96.67610355446038,33.00895262021403,605006.0,TX,,campus
-112.05062821391914,40.56409515233066,146408.0,UT,,building
-121.27743720748433,38.59229735741739,29318.0,CA,EdgeConneX,building
-112.3770584915453,33.43946838545604,224651.0,AZ,,building
-111.95249099702062,33.39440984512777,16956.0,AZ,,building
-96.14504543454542,41.12784313945287,182408.0,NE,Travelers Insurance,building
-86.81557369600324,35.92045930433349,74934.0,TN,Flexential,building
-122.62504386293934,46.94142447057516,9139.0,WA,,campus
-93.52766189092016,41.55808334363262,6991.0,IA,,building
-93.52815685258032,41.55813064318698,16920.0,IA,,building
-95.8541491705349,36.08125144033206,8589.0,OK,,building
-77.42547991599417,38.97986799140556,86503.0,VA,Amazon Web Services,building
-84.88357121180205,32.4980963034713,420795.0,GA,DLI ONE,campus
-84.8835713174046,32.49826721190269,116660.0,GA,,building
-77.43535922197498,38.99501200382876,102767.0,VA,Amazon Web Services,building
-81.56454528552736,28.57794329871264,8403.0,FL,,building
-72.80100588134881,41.47880657858901,53967.0,CT,,building
-86.69188299975418,34.7454310001572,16411.0,AL,,building
-123.03368547875328,44.93802973611572,24529.0,OR,CenturyLink,building
-84.57973805393436,33.746561602113815,313479.0,GA,Digital Realty,building
-84.57973805393436,33.746561602113815,313479.0,GA,Digital Realty,building
-84.58726858074978,33.75502503782062,171499.0,GA,Switch,building
-83.13460627634682,40.05932515588516,170922.0,OH,Amazon Web Services,building
-83.13409055935804,40.05830889449401,133709.0,OH,Amazon Web Services,building
-83.13275276040426,40.06077960066598,142297.0,OH,Amazon Web Services,building
-111.88190865991773,33.266358037761506,138671.0,AZ,,building
-111.88251618115731,33.2687661963882,103008.0,AZ,CyrusOne,building
-111.88158696587298,33.26974107141648,102958.0,AZ,CyrusOne,building
-122.18073854179175,37.43343706484073,10145.0,CA,,building
-87.52019308155617,41.707418451036666,116014.0,IN,Digital Crossroad,building
-77.43402771215538,39.02630118372146,60930.0,VA,CyrusOne,building
-115.2230609078074,36.055585829479206,206411.0,NV,,building
-77.42747327984164,39.02891562520285,132388.0,VA,Amazon Web Services,building
-77.42894228408753,39.03047299575455,132374.0,VA,Amazon Web Services,building
-77.43807112136984,39.00177881929864,115613.0,VA,Vantage Data Centers,building
-77.56303534723706,39.07550786595816,97581.0,VA,Microsoft,building
-97.15661083483384,32.97215494101558,176383.0,TX,,building
-77.47974227140159,38.91657561831895,156644.0,VA,Amazon Web Services,building
-77.47870521719227,38.916150911627575,155542.0,VA,Amazon Web Services,building
-77.52310750749479,38.947946059437584,156166.0,VA,Amazon Web Services,building
-77.52218796260958,38.946539218555614,16739.0,VA,Amazon Web Services,building
-77.49717993007393,38.955863227653474,153273.0,VA,Amazon Web Services,building
-77.50575020782452,38.95830777005175,266078.0,VA,CyrusOne,building
-77.54596524435513,38.77724872325061,158664.0,VA,,building
-77.547073196661,38.77791724644345,163790.0,VA,,building
-77.53988381836808,38.78015146527289,149064.0,VA,Amazon IAD96,building
-77.53942706487335,38.77845091390774,214748.0,VA,Amazon IAD95,building
-77.54289591312165,38.77934250130272,214662.0,VA,Amazon IAD75,building
-77.50490133103251,38.73597010187111,214338.0,VA,Amazon Web Services,building
-77.50569511718139,38.735440154226055,214330.0,VA,Amazon Web Services,building
-77.506642396707,38.73459785381264,214611.0,VA,Amazon Web Services,building
-77.49900908655816,38.723181946660446,351091.0,VA,CloudHQ,building
-88.13389076420349,42.07695198404611,2105271.0,IL,,campus
-74.53775798797324,40.54452566835303,18407.0,NJ,,building
-74.53749197400815,40.54083886834628,57471.0,NJ,,building
-77.53338365008187,38.74305258344758,112502.0,VA,Amazon Web Services,building
-77.47557114316258,38.99807915433332,156810.0,VA,Quality Technology Services,building
-84.41955232430595,33.77750521515184,283307.0,GA,Quality Technology Services,building
-98.7874709988236,29.41898804241692,109489.0,TX,,building
-98.806374449939,29.4129769887884,228897.0,TX,Microsoft,building
-98.80331595094908,29.41579676372189,228882.0,TX,Microsoft,building
-98.8045147999406,29.415795638787,228885.0,TX,Microsoft,building
