lon,lat,sqft,state_abb,operator,type
-121.97250520730036,37.371778697164096,75686.0,CA,Vantage,building
-120.1874901793035,47.40716362579416,192887.0,WA,Sabey Data Centers,building
-120.18929355566496,47.40871425585381,262378.0,WA,Sabey Data Centers,building
-120.19173054919484,47.40758787947685,2771098.0,WA,,campus
-77.44818874268246,38.99422739840353,35740.0,VA,,building
-77.45274689712927,39.02173368633118,77749.0,VA,Centersquare,building
-77.48561242978808,39.00505158640794,153355.0,VA,Amazon Web Services,building
-74.12674913164862,40.82992945585005,29614.0,NJ,Digital Realty,building
-74.54565865822576,40.537986381868514,318583.0,NJ,CyrusOne,building
-74.5534089707814,40.53601964911133,121002.0,NJ,,building
-74.55554039982248,40.5375383526,125668.0,NJ,Digital Realty,building
-74.12451439724033,40.83058580151704,71645.0,NJ,Digital Realty,building
-118.34378887471212,34.19986910792885,43140.0,CA,Centurylink,building
-77.44952022668694,39.02636804262541,147979.0,VA,Amazon Web Services,building
-77.45087034712718,39.026357370464034,148678.0,VA,Amazon Web Services,building
-119.54857352752408,39.56710538351869,276687.0,NV,,building
-122.2730981200017,38.254085135435545,162791.0,CA,,building
-96.86858877539872,32.806954885472585,80859.0,TX,Lumen Technologies,building
-96.87839306215342,32.83796688361756,88881.0,TX,Prime,building
-96.88438205812224,32.82799793180718,12977.0,TX,Lumen Technologies,building
-96.87374979541195,32.82754986077816,24499.0,TX,Digital Realty,building
-96.87359763406624,32.82173820429836,67717.0,TX,DataBank,building
-96.85735461854576,32.807972677629614,71358.0,TX,TierPoint,building
-77.44116774003697,38.99181366629844,147390.0,VA,Amazon Web Services,building
-77.44187048800238,38.99096434751658,147468.0,VA,Amazon Web Services,building
