q_year,region,tech,mw,event,T_years,state,dc_market
2019.0,ERCOT,Solar,115.0,2,0.345,TX,0
2019.0,PJM,Hybrid,200.0,2,4.46,VA,0
2019.0,PJM,Solar,100.0,0,6.762,VA,0
2019.0,PJM,Solar,70.0,2,6.261,PA,0
2019.0,West,Wind,300.2,0,6.762,MT,0
2019.0,NYISO,Solar,20.0,0,6.762,NY,0
2019.0,ERCOT,Solar,335.4,0,6.762,TX,0
2019.0,PJM,Solar,38.2,2,3.006,PA,0
2019.0,PJM,Solar,22.0,2,0.375,PA,0
2019.0,PJM,Hybrid,150.0,2,5.243,VA,0
2019.0,PJM,Solar,130.0,2,0.4,VA,0
2019.0,PJM,Solar,49.0,0,6.76,OH,0
2019.0,PJM,Solar,53.0,0,6.76,VA,0
2019.0,Southeast,Solar,75.0,2,1.224,KY,0
2019.0,Southeast,Solar,150.0,2,2.1,KY,0
2019.0,Southeast,Solar,200.0,2,0.698,KY,0
2019.0,PJM,Battery,75.0,2,0.841,MI,0
2019.0,PJM,Gas,206.0,2,1.027,PA,0
2019.0,PJM,Solar,12.0,1,4.271,NC,0
2019.0,PJM,Wind,50.0,0,6.76,IL,0
2019.0,PJM,Solar,126.6,2,4.964,VA,0
2019.0,PJM,Solar,19.5,2,0.342,MD,0
2019.0,PJM,Wind,80.0,0,6.76,MD,0
2019.0,PJM,Gas,104.0,2,0.394,OH,0
2019.0,PJM,Solar,102.0,0,6.76,VA,0
2019.0,West,Battery,90.1,0,6.76,AZ,0
2019.0,West,Battery,150.0,0,6.76,AZ,1
2019.0,PJM,Solar,83.6,0,6.76,PA,0
2019.0,PJM,Gas,23.5,1,3.058,OH,0
2019.0,PJM,Solar,72.0,2,0.717,NJ,0
2019.0,PJM,Solar,314.0,2,5.821,VA,0
2019.0,PJM,Gas,7.0,2,0.016,IL,1
2019.0,PJM,Solar,400.0,2,0.225,VA,0
2019.0,PJM,Hybrid,85.0,2,0.862,IL,0
2019.0,PJM,Solar,100.0,0,6.76,OH,0
2019.0,PJM,Solar,100.0,0,6.76,KY,0
2019.0,PJM,Solar,78.4,0,6.76,PA,0
2019.0,PJM,Solar,78.0,0,6.76,OH,0
2019.0,PJM,Solar,5.0,2,1.58,NC,0
2019.0,PJM,Solar,49.9,2,4.512,OH,0
2019.0,PJM,Battery,5.5,2,0.994,MD,0
2019.0,PJM,Wind,174.8,2,3.274,PA,0
2019.0,PJM,Battery,20.0,2,0.016,PA,0
2019.0,PJM,Solar,20.0,2,0.016,PA,0
2019.0,PJM,Solar,127.0,2,5.24,VA,0
2019.0,PJM,Hybrid,225.0,2,0.862,IL,0
2019.0,PJM,Battery,200.0,2,0.008,OH,1
2019.0,West,Wind,100.0,2,0.446,NM,0
2019.0,PJM,Battery,208.8,2,0.082,IL,0
2019.0,PJM,Solar,80.0,2,1.024,NJ,0
2019.0,PJM,Battery,208.8,2,0.082,OH,0
2019.0,PJM,Solar,100.0,2,0.485,VA,0
2019.0,PJM,Solar,50.0,0,6.757,PA,0
2019.0,PJM,Battery,52.2,2,0.936,OH,0
2019.0,PJM,Battery,52.2,0,6.757,VA,0
2019.0,PJM,Battery,52.2,2,6.798,MI,0
2019.0,PJM,Battery,20.3,2,3.236,OH,0
2019.0,PJM,Solar,100.0,0,6.757,IN,0
2019.0,PJM,Solar,60.0,0,6.757,OH,0
2019.0,PJM,Solar,49.9,2,4.939,OH,0
2019.0,PJM,Solar,30.0,0,6.757,OH,0
2019.0,PJM,Solar,90.0,0,6.757,PA,0
2019.0,PJM,Solar,100.0,2,6.598,IL,0
2019.0,ERCOT,Solar,152.3,2,4.799,TX,0
2019.0,PJM,Solar,50.0,2,4.862,OH,0
2019.0,PJM,Solar,67.0,1,4.799,OH,0
2019.0,PJM,Solar,100.0,0,6.754,OH,0
2019.0,PJM,Battery,208.8,2,0.079,IN,0
2019.0,PJM,Solar,60.0,2,1.002,NJ,0
2019.0,PJM,Solar,4.6,2,0.435,MD,0
2019.0,PJM,Solar,2.4,2,0.435,MD,0
2019.0,PJM,Battery,81.2,2,0.06,KY,0
2019.0,PJM,Battery,139.2,2,0.079,OH,0
2019.0,PJM,Battery,208.8,2,0.079,IL,0
2019.0,PJM,Solar,150.0,0,6.754,IL,0
2019.0,PJM,Solar,40.0,0,6.754,OH,0
2019.0,PJM,Solar,100.0,2,4.862,OH,0
2019.0,PJM,Solar,40.0,0,6.754,KY,0
2019.0,ISO-NE,Battery,180.0,2,0.857,RI,0
2019.0,PJM,Solar,20.0,0,6.752,MD,0
2019.0,PJM,Wind,7.3,0,6.752,DE,0
2019.0,PJM,Solar,19.8,1,4.986,MD,0
2019.0,PJM,Solar,100.0,0,6.752,MD,0
2019.0,PJM,Solar,44.0,2,5.963,NJ,0
2019.0,PJM,Solar,13.8,2,5.35,MD,0
2019.0,NYISO,Battery,240.0,2,2.053,NY,0
2019.0,NYISO,Battery,107.0,2,2.053,NY,0
2019.0,PJM,Hybrid,17.9,0,6.752,PA,0
2019.0,PJM,Solar,16.8,2,1.522,MD,0
2019.0,PJM,Solar,5.0,2,0.925,PA,0
2019.0,PJM,Solar,20.0,0,6.749,MD,0
2019.0,PJM,Solar,175.0,2,4.531,IL,0
2019.0,PJM,Battery,30.0,2,1.495,IL,0
2019.0,PJM,Solar,30.0,2,0.936,IL,0
2019.0,PJM,Battery,25.0,2,1.52,IL,0
2019.0,PJM,Solar,20.0,2,0.093,NJ,0
2019.0,PJM,Solar,20.0,1,5.829,PA,0
2019.0,PJM,Battery,25.0,2,0.936,IL,0
2019.0,Southeast,Solar,173.0,0,6.749,KY,0
2019.0,ERCOT,Wind,322.0,2,1.013,TX,0
2019.0,NYISO,Wind,300.0,2,1.908,NY,0
2019.0,NYISO,Wind,300.0,2,1.908,NY,0
2019.0,PJM,Solar,20.0,0,6.746,VA,0
2019.0,PJM,Solar,20.0,2,0.884,VA,0
2019.0,PJM,Solar,15.0,2,6.229,MD,0
2019.0,PJM,Battery,40.0,0,6.746,VA,0
2019.0,NYISO,Wind,200.0,2,1.993,NY,0
2019.0,NYISO,Solar,500.0,0,6.746,NY,0
2019.0,West,Hybrid,40.0,1,4.162,ID,0
2019.0,PJM,Solar,19.9,0,6.743,VA,0
2019.0,CAISO,Battery,40.5,2,0.898,CA,0
2019.0,NYISO,Battery,49.8,0,6.741,NY,0
2019.0,CAISO,Other,5.5,2,0.95,CA,0
2019.0,PJM,Battery,20.0,1,5.708,NJ,0
2019.0,ERCOT,Other,50.6,1,3.54,TX,0
2019.0,West,Other,10.0,2,4.643,OR,0
2019.0,West,Hybrid,240.0,0,6.732,ID,0
2019.0,ERCOT,Battery,50.0,0,6.732,TX,0
2019.0,ISO-NE,Solar,15.0,2,5.525,NH,0
2019.0,West,Wind,500.0,0,6.727,OR,0
2019.0,ISO-NE,Battery,170.0,0,6.724,MA,0
2019.0,West,Gas,27.0,0,6.724,OR,0
2019.0,ISO-NE,Battery,246.0,2,2.694,MA,0
2019.0,CAISO,Hybrid,641.0,0,6.721,NV,1
2019.0,NYISO,Battery,20.0,2,0.216,NY,0
2019.0,CAISO,Hybrid,1036.8,2,0.947,CA,0
2019.0,CAISO,Hybrid,308.4,2,0.279,CA,0
2019.0,CAISO,Hybrid,2158.8,0,6.713,CA,0
2019.0,CAISO,Hybrid,800.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,375.0,2,0.249,CA,0
2019.0,CAISO,Hybrid,403.4,2,0.271,CA,0
2019.0,CAISO,Hybrid,616.5,2,2.056,CA,0
2019.0,CAISO,Hybrid,1242.9,2,0.235,CA,0
2019.0,CAISO,Hybrid,230.0,2,1.04,CA,0
2019.0,CAISO,Hybrid,2300.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,1000.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,813.1,2,0.912,CA,0
2019.0,CAISO,Battery,250.0,0,6.713,CA,0
2019.0,CAISO,Battery,100.4,2,0.865,CA,1
2019.0,CAISO,Hybrid,450.0,2,0.249,CA,0
2019.0,CAISO,Battery,99.0,0,6.713,CA,0
2019.0,CAISO,Battery,650.0,2,1.04,CA,0
2019.0,CAISO,Hybrid,308.4,2,0.871,CA,0
2019.0,CAISO,Battery,101.2,2,0.871,CA,1
2019.0,CAISO,Battery,354.9,0,6.713,CA,1
2019.0,CAISO,Hybrid,400.0,2,0.893,CA,0
2019.0,CAISO,Hybrid,153.6,2,0.906,CA,0
2019.0,CAISO,Battery,99.0,2,0.986,CA,1
2019.0,CAISO,Battery,30.6,2,0.835,CA,0
2019.0,CAISO,Battery,200.0,2,0.986,CA,1
2019.0,CAISO,Battery,200.0,0,6.713,CA,1
2019.0,CAISO,Battery,100.4,2,0.225,CA,1
2019.0,CAISO,Other,643.1,2,0.26,CA,0
2019.0,CAISO,Hybrid,1028.7,2,0.999,CA,0
2019.0,CAISO,Battery,26.6,2,6.037,CA,0
2019.0,CAISO,Hybrid,800.0,0,6.713,CA,0
2019.0,NYISO,Battery,20.0,2,0.208,NY,0
2019.0,NYISO,Battery,20.0,2,0.208,NY,0
2019.0,NYISO,Battery,20.0,2,0.208,NY,0
2019.0,NYISO,Battery,20.0,2,0.208,NY,0
2019.0,NYISO,Battery,116.7,2,1.043,NY,0
2019.0,NYISO,Battery,76.9,2,1.043,NY,0
2019.0,CAISO,Hybrid,718.5,2,0.988,CA,0
2019.0,CAISO,Hybrid,105.5,2,1.038,CA,0
2019.0,CAISO,Hybrid,225.0,2,0.887,CA,0
2019.0,CAISO,Hybrid,450.0,2,0.249,CA,0
2019.0,CAISO,Hybrid,718.5,2,0.235,CA,0
2019.0,CAISO,Hybrid,203.4,2,0.873,CA,0
2019.0,CAISO,Hybrid,1887.4,2,0.824,CA,0
2019.0,CAISO,Hybrid,305.5,2,0.225,CA,0
2019.0,CAISO,Hybrid,1036.8,0,6.713,CA,0
2019.0,ISO-NE,Solar,19.8,2,0.044,NH,0
2019.0,CAISO,Solar,24.5,0,6.713,CA,0
2019.0,CAISO,Hybrid,410.8,2,0.997,CA,0
2019.0,CAISO,Hybrid,150.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,631.8,2,0.887,CA,0
2019.0,CAISO,Hybrid,720.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,909.5,0,6.713,AZ,0
2019.0,CAISO,Hybrid,516.9,0,6.713,NV,1
2019.0,CAISO,Hybrid,578.1,2,0.909,NV,1
2019.0,CAISO,Hybrid,153.4,2,0.274,NV,1
2019.0,CAISO,Hybrid,153.4,2,0.274,NV,1
2019.0,CAISO,Hybrid,404.0,0,6.713,NV,0
2019.0,CAISO,Hybrid,600.0,0,6.713,NV,1
2019.0,CAISO,Hybrid,600.0,2,0.887,NV,1
2019.0,CAISO,Hybrid,1400.0,0,6.713,NV,1
2019.0,ISO-NE,Other,378.0,2,0.118,CT,0
2019.0,CAISO,Solar,65.8,2,0.235,CA,0
2019.0,CAISO,Battery,30.5,2,1.845,CA,1
2019.0,CAISO,Battery,462.0,2,0.827,CA,0
2019.0,CAISO,Hybrid,1000.0,2,0.912,CA,0
2019.0,CAISO,Hybrid,1000.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,504.0,2,3.143,CA,0
2019.0,CAISO,Hybrid,1636.0,0,6.713,CA,0
2019.0,CAISO,Hybrid,1887.4,2,0.824,CA,0
2019.0,CAISO,Hybrid,405.0,2,0.912,CA,0
2019.0,CAISO,Other,472.0,2,0.26,CA,0
2019.0,CAISO,Solar,184.5,2,1.021,CA,0
2019.0,CAISO,Hybrid,400.0,0,6.713,CA,0
2019.0,CAISO,Other,144.9,2,0.871,CA,0
2019.0,CAISO,Battery,20.0,1,2.672,CA,0
2019.0,CAISO,Hybrid,164.7,0,6.713,CA,0
2019.0,CAISO,Other,500.0,2,1.027,CA,0
2019.0,CAISO,Battery,300.0,0,6.713,CA,0
2019.0,CAISO,Battery,200.0,1,5.985,CA,0
2019.0,CAISO,Battery,100.0,1,6.45,CA,0
2019.0,CAISO,Battery,51.0,2,1.038,CA,0
2019.0,CAISO,Hybrid,406.0,2,0.887,CA,0
2019.0,CAISO,Battery,500.0,2,6.396,MX,0
2019.0,CAISO,Battery,50.8,0,6.713,CA,0
2019.0,CAISO,Wind,300.0,2,4.912,MX,0
2019.0,CAISO,Hybrid,77.7,2,4.375,CA,0
2019.0,CAISO,Wind,300.0,0,6.713,MX,0
2019.0,CAISO,Hybrid,1887.4,2,0.824,CA,0
2019.0,CAISO,Hybrid,203.6,0,6.713,CA,0
2019.0,ERCOT,Solar,39.6,2,1.276,TX,0
2019.0,CAISO,Hybrid,305.5,2,0.865,CA,0
2019.0,CAISO,Hybrid,305.5,2,0.225,CA,0
2019.0,CAISO,Hybrid,101.6,2,0.233,CA,0
2019.0,CAISO,Hybrid,111.4,2,0.884,CA,0
2019.0,ERCOT,Solar,240.6,1,5.796,TX,0
2019.0,CAISO,Hybrid,230.4,2,0.235,CA,0
2019.0,CAISO,Hybrid,42.1,0,6.713,CA,0
2019.0,CAISO,Hybrid,100.8,2,0.255,CA,0
2019.0,CAISO,Hybrid,124.2,2,0.235,CA,0
2019.0,CAISO,Hybrid,55.0,2,1.04,CA,0
2019.0,CAISO,Hybrid,405.8,2,0.233,CA,0
2019.0,CAISO,Hybrid,402.8,2,0.233,CA,0
2019.0,CAISO,Hybrid,230.4,2,0.233,CA,0
2019.0,CAISO,Hybrid,60.5,2,0.235,CA,0
2019.0,CAISO,Hybrid,98.8,2,0.235,CA,0
2019.0,CAISO,Hybrid,3074.0,2,0.999,CA,0
2019.0,CAISO,Hybrid,302.8,2,0.901,CA,0
2019.0,CAISO,Battery,50.0,2,0.249,CA,0
2019.0,CAISO,Hybrid,181.4,2,0.23,CA,0
2019.0,CAISO,Hybrid,304.1,2,5.884,CA,0
2019.0,CAISO,Hybrid,1887.4,2,0.257,CA,0
2019.0,CAISO,Battery,200.0,2,0.249,CA,0
2019.0,CAISO,Hybrid,406.0,2,0.887,CA,0
2019.0,CAISO,Battery,200.0,0,6.713,CA,0
2019.0,CAISO,Battery,500.0,0,6.713,CA,0
2019.0,CAISO,Battery,200.0,0,6.713,CA,0
2019.0,CAISO,Battery,200.0,2,0.249,CA,0
2019.0,CAISO,Battery,433.8,2,0.871,CA,0
2019.0,CAISO,Battery,200.0,2,2.593,CA,0
2019.0,CAISO,Battery,200.0,2,3.009,CA,0
2019.0,CAISO,Battery,305.0,2,1.04,CA,0
2019.0,CAISO,Battery,308.1,2,0.997,CA,0
2019.0,CAISO,Battery,200.0,0,6.713,CA,0
2019.0,CAISO,Battery,305.0,0,6.713,CA,0
2019.0,CAISO,Battery,250.0,2,0.257,CA,0
2019.0,CAISO,Battery,102.1,2,0.868,CA,0
2019.0,CAISO,Wind,627.0,2,0.964,CA,0
2019.0,CAISO,Wind,403.2,2,0.854,CA,0
2019.0,CAISO,Solar,139.7,2,0.882,CA,0
2019.0,CAISO,Solar,358.9,2,0.909,CA,0
2019.0,CAISO,Wind,1187.5,2,0.257,CA,0
2019.0,CAISO,Solar,50.8,2,0.235,CA,0
2019.0,CAISO,Solar,75.0,2,0.83,CA,0
2019.0,CAISO,Battery,354.9,2,0.871,CA,0
2019.0,CAISO,Battery,203.4,2,0.255,CA,0
2019.0,CAISO,Wind,86.4,2,0.564,CA,0
2019.0,CAISO,Battery,250.0,0,6.713,CA,0
2019.0,CAISO,Battery,101.0,2,0.235,CA,0
2019.0,CAISO,Battery,200.0,2,2.094,CA,0
2019.0,CAISO,Battery,507.6,0,6.713,CA,0
2019.0,CAISO,Battery,680.0,0,6.713,CA,0
2019.0,CAISO,Battery,308.1,2,0.997,CA,0
2019.0,CAISO,Battery,101.0,1,5.435,CA,0
2019.0,ERCOT,Solar,332.1,0,6.71,TX,0
2019.0,MISO,Wind,151.2,0,6.71,ND,0
2019.0,West,Solar,19.9,0,6.71,CO,0
2019.0,ERCOT,Solar,251.6,2,3.436,TX,0
2019.0,ERCOT,Solar,251.7,2,2.839,TX,0
2019.0,PJM,Solar,14.0,1,5.506,PA,0
2019.0,West,Solar,5.0,0,6.708,WA,0
2019.0,West,Hybrid,5.0,0,6.708,WA,0
2019.0,PJM,Solar,14.0,1,5.632,PA,0
2019.0,ISO-NE,Other,24.0,2,0.077,ME,0
2019.0,Southeast,Solar,80.0,2,1.262,AL,0
2019.0,NYISO,Battery,40.0,2,3.789,NY,0
2019.0,West,Hybrid,500.0,0,6.702,NM,0
2019.0,West,Solar,5.0,2,3.866,WA,0
2019.0,SPP,Solar,150.0,0,6.702,NM,0
2019.0,Southeast,Solar,260.1,0,6.694,GA,0
2019.0,MISO,Gas,103.1,2,1.018,ND,0
2019.0,NYISO,Battery,15.0,0,6.694,NY,0
2019.0,SPP,Gas,56.0,2,4.485,NM,0
2019.0,West,Hybrid,125.0,0,6.694,NM,0
2019.0,West,Battery,100.0,0,6.694,NM,1
2019.0,West,Hybrid,60.0,2,4.068,NM,0
2019.0,SPP,Battery,207.0,0,6.694,TX,0
2019.0,Southeast,Solar,19.3,2,0.074,GA,0
2019.0,SPP,Solar,500.0,2,0.46,NE,0
2019.0,West,Hybrid,198.0,2,3.088,NM,0
2019.0,ERCOT,Solar,408.3,2,4.72,TX,0
2019.0,SPP,Solar,400.0,2,3.647,NE,0
2019.0,SPP,Solar,300.0,2,0.545,NM,0
2019.0,SPP,Solar,200.0,2,0.545,MO,0
2019.0,ERCOT,Solar,136.4,2,2.166,TX,0
2019.0,West,Solar,70.0,2,3.044,NM,1
2019.0,West,Hybrid,450.0,2,3.088,NM,1
2019.0,West,Wind,80.0,0,6.691,NM,0
2019.0,ERCOT,Gas,140.0,0,6.691,TX,0
2019.0,West,Hybrid,197.5,2,3.088,NM,0
2019.0,West,Battery,150.0,0,6.691,NM,1
2019.0,West,Hybrid,96.0,0,6.691,NM,0
2019.0,West,Battery,50.0,2,2.5,NM,0
2019.0,West,Hybrid,36.0,2,2.5,NM,0
2019.0,West,Hybrid,24.0,2,2.5,NM,0
2019.0,MISO,Wind,150.4,2,0.695,MI,0
2019.0,SPP,Wind,142.8,2,3.565,SD,0
2019.0,NYISO,Solar,20.0,0,6.689,NY,0
2019.0,NYISO,Battery,60.0,2,0.772,NY,0
2019.0,ISO-NE,Other,16.4,2,5.862,MA,0
2019.0,MISO,Wind,225.2,1,2.524,MI,0
2019.0,SPP,Solar,100.0,0,6.689,NE,0
2019.0,SPP,Solar,50.0,2,3.028,NE,0
2019.0,SPP,Battery,50.0,2,5.689,OK,0
2019.0,SPP,Hybrid,125.0,2,4.537,KS,0
2019.0,SPP,Solar,72.6,2,1.079,OK,0
2019.0,SPP,Gas,15.6,1,2.13,KS,0
2019.0,ERCOT,Wind,451.5,2,3.376,TX,0
2019.0,West,Wind,300.2,0,6.689,MT,0
2019.0,SPP,Solar,41.0,2,3.548,NM,0
2019.0,SPP,Solar,25.0,2,1.3,LA,0
2019.0,ERCOT,Solar,200.0,2,0.435,TX,0
2019.0,ERCOT,Wind,299.2,0,6.689,TX,0
2019.0,SPP,Gas,15.2,0,6.689,IA,0
2019.0,MISO,Solar,200.0,0,6.686,MI,0
2019.0,ISO-NE,Gas,20.2,2,0.359,CT,0
2019.0,ERCOT,Wind,284.3,0,6.686,TX,0
2019.0,MISO,Solar,125.0,0,6.686,MI,0
2019.0,SPP,Wind,252.0,0,6.686,KS,0
2019.0,MISO,Wind,300.0,0,6.686,ND,0
2019.0,MISO,Hybrid,68.4,0,6.686,IL,0
2019.0,SPP,Wind,404.0,2,4.427,NE,0
2019.0,MISO,Hybrid,24.2,0,6.686,IL,0
2019.0,MISO,Hybrid,44.2,0,6.686,IL,0
2019.0,MISO,Hybrid,20.0,0,6.686,IL,0
2019.0,MISO,Battery,75.0,2,2.281,IL,0
2019.0,MISO,Hybrid,51.8,0,6.686,IL,0
2019.0,MISO,Battery,25.0,2,1.029,MI,0
2019.0,ISO-NE,Battery,150.0,2,4.553,MA,0
2019.0,ISO-NE,Battery,200.0,2,0.862,MA,0
2019.0,NYISO,Battery,79.9,2,3.767,NY,0
2019.0,MISO,Solar,150.0,2,2.278,MO,0
2019.0,MISO,Gas,50.0,2,3.603,MI,0
2019.0,MISO,Gas,50.0,2,1.796,MI,0
2019.0,MISO,Solar,125.0,1,4.43,LA,0
2019.0,MISO,Solar,199.3,2,5.021,IL,0
2019.0,MISO,Solar,175.0,1,4.099,MS,0
2019.0,MISO,Solar,200.0,0,6.68,MI,0
2019.0,MISO,Battery,40.0,2,1.908,MN,0
2019.0,MISO,Solar,100.0,2,0.526,MN,0
2019.0,MISO,Solar,125.0,2,2.275,IN,0
2019.0,MISO,Solar,160.0,2,2.275,IL,0
2019.0,MISO,Solar,200.0,2,1.273,LA,0
2019.0,MISO,Solar,150.0,2,1.892,MS,0
2019.0,MISO,Solar,200.0,2,2.275,MO,0
2019.0,MISO,Solar,150.0,0,6.68,MN,0
2019.0,MISO,Solar,100.0,0,6.68,LA,0
2019.0,MISO,Solar,200.0,2,1.892,LA,0
2019.0,MISO,Solar,250.0,0,6.68,IL,0
2019.0,MISO,Solar,300.0,0,6.68,WI,0
2019.0,MISO,Other,60.0,0,6.68,MO,0
2019.0,MISO,Solar,60.0,2,1.908,MN,0
2019.0,MISO,Solar,50.0,2,1.796,MI,0
2019.0,MISO,Solar,50.0,0,6.68,MI,0
2019.0,MISO,Solar,80.0,0,6.68,IL,0
2019.0,MISO,Solar,80.0,0,6.68,IL,0
2019.0,MISO,Solar,170.0,0,6.68,MI,0
2019.0,MISO,Solar,200.0,0,6.68,AR,0
2019.0,MISO,Solar,200.0,0,6.68,IA,0
2019.0,MISO,Solar,125.0,2,5.629,KY,0
2019.0,MISO,Gas,670.0,2,0.747,MI,0
2019.0,MISO,Solar,150.0,2,3.765,MN,0
2019.0,MISO,Solar,170.0,0,6.675,MI,0
2019.0,MISO,Solar,200.0,2,2.27,IN,0
2019.0,MISO,Solar,280.0,1,4.674,IN,0
2019.0,MISO,Solar,99.0,0,6.675,MS,0
2019.0,MISO,Battery,25.0,2,1.268,AR,0
2019.0,MISO,Wind,198.0,0,6.675,MI,0
2019.0,MISO,Solar,100.0,2,0.712,LA,0
2019.0,MISO,Battery,25.0,2,1.268,LA,0
2019.0,MISO,Wind,200.0,0,6.675,IL,0
2019.0,MISO,Gas,667.2,2,0.966,IN,0
2019.0,MISO,Solar,50.0,2,1.27,MS,0
2019.0,MISO,Solar,150.0,0,6.675,LA,0
2019.0,MISO,Battery,50.0,2,1.903,IA,1
2019.0,MISO,Solar,250.0,2,1.903,IA,1
2019.0,MISO,Other,270.0,2,0.353,AR,0
2019.0,MISO,Battery,100.0,2,2.817,MN,0
2019.0,MISO,Solar,200.0,2,1.886,LA,0
2019.0,MISO,Solar,75.0,0,6.675,AR,0
2019.0,MISO,Solar,100.0,2,1.27,AR,0
2019.0,MISO,Solar,100.0,2,1.886,TX,0
2019.0,MISO,Solar,100.0,2,1.27,TX,0
2019.0,MISO,Solar,130.0,2,1.268,TX,0
2019.0,MISO,Hybrid,100.0,2,3.855,IN,0
2019.0,MISO,Solar,100.0,2,2.27,KY,0
2019.0,MISO,Hybrid,100.0,2,2.27,IN,0
2019.0,MISO,Solar,100.0,2,0.52,IN,0
2019.0,MISO,Battery,50.0,0,6.675,IN,0
2019.0,MISO,Solar,200.0,0,6.675,MO,0
2019.0,MISO,Solar,120.0,2,1.903,MN,0
2019.0,MISO,Solar,150.0,2,2.27,IL,0
2019.0,MISO,Solar,150.0,0,6.675,IL,0
2019.0,MISO,Solar,100.0,2,2.82,SD,0
2019.0,MISO,Battery,20.0,2,1.782,MI,0
2019.0,MISO,Battery,75.0,0,6.675,WI,0
2019.0,MISO,Solar,200.0,0,6.675,MN,0
2019.0,MISO,Solar,200.0,0,6.675,WI,0
2019.0,MISO,Battery,25.0,0,6.675,IN,0
2019.0,MISO,Solar,200.0,2,1.747,MI,0
2019.0,MISO,Battery,65.0,2,2.817,IA,0
2019.0,MISO,Solar,150.0,0,6.675,MI,0
2019.0,MISO,Wind,117.5,1,3.258,MI,0
2019.0,MISO,Solar,25.0,2,2.27,IN,0
2019.0,MISO,Wind,150.0,2,0.682,MI,0
2019.0,MISO,Battery,50.0,0,6.675,WI,0
2019.0,MISO,Solar,150.0,0,6.675,LA,0
2019.0,MISO,Solar,250.0,0,6.675,KY,0
2019.0,MISO,Wind,150.0,2,1.903,IA,0
2019.0,MISO,Wind,600.0,2,3.343,MN,0
2019.0,MISO,Solar,100.0,0,6.675,WI,0
2019.0,MISO,Solar,100.0,0,6.675,IA,0
2019.0,MISO,Solar,50.0,0,6.675,SD,0
2019.0,MISO,Solar,150.0,0,6.675,IL,0
2019.0,MISO,Solar,125.0,0,6.675,MI,0
2019.0,MISO,Solar,129.9,2,0.372,AR,0
2019.0,MISO,Solar,300.0,0,6.675,IN,0
2019.0,MISO,Solar,150.0,2,2.858,MI,0
2019.0,MISO,Solar,200.0,0,6.675,IL,0
2019.0,MISO,Solar,49.9,1,4.016,WI,0
2019.0,MISO,Solar,65.0,1,4.285,WI,0
2019.0,MISO,Solar,150.0,0,6.675,IL,0
2019.0,MISO,Battery,100.0,2,2.27,IN,0
2019.0,MISO,Wind,200.0,0,6.675,IA,0
2019.0,MISO,Hybrid,100.0,0,6.675,IN,0
2019.0,MISO,Solar,150.0,0,6.675,MO,0
2019.0,MISO,Solar,100.0,0,6.675,IN,0
2019.0,MISO,Battery,32.5,2,3.775,IN,0
2019.0,MISO,Solar,99.0,0,6.675,IL,0
2019.0,MISO,Solar,200.0,2,1.273,AR,0
2019.0,MISO,Battery,50.0,0,6.675,IA,0
2019.0,MISO,Wind,30.0,0,6.675,IN,0
2019.0,MISO,Solar,200.0,2,2.817,IA,0
2019.0,MISO,Solar,100.0,0,6.675,MI,0
2019.0,MISO,Solar,100.0,2,1.903,MN,0
2019.0,MISO,Solar,200.0,2,4.545,WI,0
2019.0,MISO,Solar,75.0,0,6.675,IL,0
2019.0,MISO,Battery,25.0,2,1.903,IA,0
2019.0,MISO,Battery,50.0,0,6.675,IA,0
2019.0,MISO,Solar,50.0,0,6.675,IN,0
2019.0,MISO,Battery,25.0,2,2.809,IA,0
2019.0,MISO,Wind,70.0,2,0.961,IA,0
2019.0,MISO,Solar,200.0,0,6.675,IN,0
2019.0,MISO,Solar,150.0,0,6.675,IN,0
2019.0,MISO,Wind,99.0,0,6.675,WI,0
2019.0,MISO,Battery,25.0,2,0.712,AR,0
2019.0,MISO,Wind,250.0,0,6.675,SD,0
2019.0,MISO,Battery,2.5,2,0.884,WI,0
2019.0,MISO,Wind,120.0,2,2.809,MN,0
2019.0,MISO,Other,500.0,0,6.675,MO,0
2019.0,MISO,Other,500.0,2,1.065,MO,0
2019.0,MISO,Other,1000.0,0,6.675,MO,0
2019.0,SPP,Solar,302.6,2,0.72,NM,0
2019.0,SPP,Solar,50.0,0,6.675,NM,0
2019.0,MISO,Battery,100.0,2,2.809,IA,0
2019.0,MISO,Battery,50.0,2,1.268,LA,0
2019.0,MISO,Solar,175.0,2,0.682,MI,0
2019.0,MISO,Battery,50.0,2,1.268,LA,0
2019.0,MISO,Solar,135.0,2,1.273,AR,0
2019.0,MISO,Solar,99.0,0,6.675,IL,0
2019.0,MISO,Solar,43.0,2,3.759,IN,0
2019.0,MISO,Gas,20.0,2,1.035,MI,0
2019.0,MISO,Hybrid,408.6,0,6.675,IL,0
2019.0,MISO,Gas,25.0,0,6.675,MI,1
2019.0,MISO,Solar,90.0,2,1.27,AR,0
2019.0,MISO,Solar,164.0,2,1.27,AR,0
2019.0,MISO,Battery,50.0,2,1.268,MS,0
2019.0,MISO,Solar,50.0,0,6.675,AR,0
2019.0,MISO,Battery,20.0,0,6.675,LA,0
2019.0,MISO,Solar,150.0,2,1.021,MI,0
