q_year,region,tech,mw,event,T_years,state,dc_market
2016.0,SPP,Wind,187.5,0,9.087,OK,0
2016.0,SPP,Wind,187.5,0,9.087,OK,0
2016.0,SPP,Wind,350.0,0,9.087,OK,0
2016.0,SPP,Wind,100.0,2,3.88,OK,0
2016.0,SPP,Wind,75.0,2,3.88,OK,0
2016.0,SPP,Wind,187.5,0,9.087,OK,0
2016.0,SPP,Wind,100.0,0,9.087,OK,0
2016.0,SPP,Wind,75.0,2,3.88,OK,0
2016.0,SPP,Wind,175.0,2,3.88,OK,0
2016.0,SPP,Wind,175.0,2,3.88,OK,0
2016.0,SPP,Wind,350.0,0,9.087,OK,0
2016.0,SPP,Wind,187.5,0,9.087,OK,0
2016.0,SPP,Wind,175.0,0,9.087,OK,0
2016.0,SPP,Solar,73.5,0,9.087,LA,1
2016.0,SPP,Solar,35.0,2,3.228,AR,0
2016.0,West,Solar,30.0,2,3.578,CO,0
2016.0,SPP,Wind,175.0,0,9.087,OK,0
2016.0,West,Solar,150.0,2,3.619,CO,0
2016.0,SPP,Wind,134.0,1,8.512,KS,0
2016.0,SPP,Solar,260.0,2,1.7,NM,0
2016.0,SPP,Solar,20.0,2,1.651,MO,0
2016.0,SPP,Wind,202.0,2,2.762,NE,0
2016.0,SPP,Wind,7.9,2,3.261,SD,0
2016.0,SPP,Wind,252.0,2,5.673,KS,0
2016.0,SPP,Wind,252.0,2,5.673,KS,0
2016.0,SPP,Wind,3.0,2,4.372,TX,0
2016.0,SPP,Wind,252.0,2,6.823,KS,0
2016.0,SPP,Wind,150.0,2,1.577,OK,0
2016.0,SPP,Wind,302.0,1,7.017,KS,0
2016.0,SPP,Wind,252.0,2,6.823,KS,0
2016.0,SPP,Wind,302.0,1,7.017,KS,0
2016.0,SPP,Wind,202.0,1,4.06,ND,0
2016.0,SPP,Wind,102.0,2,2.13,ND,0
2016.0,SPP,Wind,1.3,2,3.258,ND,0
2016.0,SPP,Wind,150.0,2,3.376,TX,0
2016.0,SPP,Wind,6.1,1,3.513,OK,0
2016.0,SPP,Wind,302.0,1,3.967,KS,0
2016.0,Southeast,Solar,20.0,2,1.916,AL,0
2016.0,Southeast,Solar,16.5,2,0.597,AL,0
2016.0,Southeast,Solar,20.0,2,1.916,AL,0
2016.0,SPP,Wind,152.0,2,4.156,WY,0
2016.0,SPP,Wind,302.0,0,9.084,KS,0
2016.0,SPP,Wind,220.0,2,4.222,KS,0
2016.0,SPP,Wind,155.0,2,3.376,KS,0
2016.0,SPP,Wind,300.0,1,4.252,MO,0
2016.0,SPP,Wind,320.0,2,0.578,NE,0
2016.0,SPP,Solar,40.0,0,9.084,NE,0
2016.0,SPP,Wind,288.0,1,4.778,OK,0
2016.0,SPP,Wind,400.0,2,3.376,TX,0
2016.0,SPP,Wind,225.0,2,4.219,KS,0
2016.0,SPP,Wind,298.0,1,4.085,NM,0
2016.0,SPP,Wind,150.0,1,4.085,NM,0
2016.0,SPP,Wind,74.0,1,4.085,NM,0
2016.0,SPP,Wind,172.5,1,4.983,OK,0
2016.0,SPP,Wind,176.0,0,9.084,OK,0
2016.0,SPP,Wind,132.0,2,3.321,OK,0
2016.0,SPP,Wind,202.0,1,8.074,ND,0
2016.0,SPP,Solar,64.0,2,3.896,NM,0
2016.0,SPP,Wind,600.0,0,9.084,OK,0
2016.0,SPP,Wind,2.5,1,4.901,OK,0
2016.0,Southeast,Solar,143.0,2,5.5,GA,0
2016.0,PJM,Hybrid,0.6,1,0.882,NJ,0
2016.0,NYISO,Solar,15.0,2,5.325,NY,0
2016.0,NYISO,Solar,18.0,0,9.079,NY,0
2016.0,NYISO,Solar,20.0,0,9.079,NY,0
2016.0,Southeast,Solar,52.0,2,5.205,GA,0
2016.0,NYISO,Solar,20.0,0,9.079,NY,0
2016.0,PJM,Other,6.0,2,0.298,DE,0
2016.0,West,Other,450.0,0,9.07,MT,0
2016.0,PJM,Other,6.0,2,0.298,DE,0
2016.0,West,Wind,400.0,0,9.07,WY,0
2016.0,Southeast,Solar,100.0,2,1.525,GA,0
2016.0,Southeast,Solar,57.0,2,5.489,GA,0
2016.0,Southeast,Solar,60.0,2,0.616,AL,0
2016.0,West,Hybrid,525.0,0,9.062,UT,1
2016.0,Southeast,Solar,25.0,2,0.214,AL,0
2016.0,Southeast,Solar,74.9,2,0.594,FL,0
2016.0,Southeast,Solar,70.4,2,0.304,GA,0
2016.0,West,Hybrid,80.0,0,9.06,MT,0
2016.0,Southeast,Solar,125.0,2,0.504,GA,0
2016.0,Southeast,Solar,30.0,2,0.101,GA,0
2016.0,Southeast,Solar,74.9,2,1.925,GA,0
2016.0,Southeast,Solar,75.0,2,0.709,GA,0
2016.0,Southeast,Solar,74.9,1,2.998,FL,0
2016.0,ERCOT,Solar,43.0,2,6.845,TX,0
2016.0,ISO-NE,Wind,376.2,2,1.298,ME,0
2016.0,ERCOT,Solar,226.7,1,4.999,TX,0
2016.0,Southeast,Solar,9.5,0,9.043,NC,0
2016.0,SPP,Wind,302.0,1,4.975,KS,0
2016.0,ERCOT,Solar,143.6,1,6.798,TX,0
2016.0,ERCOT,Solar,98.0,1,6.798,TX,0
2016.0,West,Solar,51.8,2,3.047,CO,0
2016.0,West,Solar,51.8,2,3.044,CO,1
2016.0,MISO,Battery,10.0,2,0.583,MI,0
2016.0,PJM,Solar,118.0,1,6.998,VA,0
2016.0,Southeast,Solar,74.5,1,8.736,FL,0
2016.0,Southeast,Solar,74.5,0,9.027,FL,0
2016.0,ERCOT,Hybrid,100.7,0,9.027,TX,0
2016.0,Southeast,Solar,49.9,2,1.035,GA,0
2016.0,Southeast,Solar,40.1,2,0.441,GA,0
2016.0,Southeast,Solar,35.0,2,0.958,GA,0
2016.0,Southeast,Solar,80.0,2,0.479,FL,0
2016.0,West,Other,450.0,0,9.027,MT,0
2016.0,Southeast,Solar,74.5,1,7.28,FL,0
2016.0,Southeast,Solar,71.4,2,4.786,GA,0
2016.0,Southeast,Solar,80.0,2,4.605,AL,0
2016.0,Southeast,Solar,74.5,1,7.305,FL,0
2016.0,Southeast,Solar,23.0,2,0.225,AL,0
2016.0,Southeast,Solar,81.8,2,0.438,AL,0
2016.0,Southeast,Solar,59.5,2,0.438,AL,0
2016.0,ERCOT,Solar,152.3,2,7.165,TX,0
2016.0,Southeast,Solar,54.0,2,0.394,AL,0
2016.0,NYISO,Solar,20.0,2,0.337,NY,0
2016.0,PJM,Solar,27.5,2,0.074,MD,0
2016.0,PJM,Solar,32.5,2,0.074,MD,0
2016.0,PJM,Solar,117.0,0,9.005,OH,0
2016.0,NYISO,Battery,100.0,2,4.671,NY,0
2016.0,NYISO,Battery,60.0,2,6.089,NY,0
2016.0,SPP,Wind,250.0,2,3.937,NE,0
2017.0,PJM,Gas,20.0,1,3.113,OH,0
2017.0,PJM,Nuclear,11.1,1,6.092,MD,0
2017.0,NYISO,Wind,339.1,0,8.988,NY,0
2017.0,Southeast,Solar,80.0,2,1.467,GA,0
2017.0,Southeast,Solar,83.0,2,4.969,GA,0
2017.0,Southeast,Solar,80.0,2,0.72,MS,0
2017.0,West,Other,850.0,2,2.311,CA,0
2017.0,West,Solar,75.0,0,8.972,UT,0
2017.0,NYISO,Solar,20.0,2,0.298,NY,0
2017.0,NYISO,Solar,20.0,2,2.294,NY,0
2017.0,Southeast,Solar,30.0,2,0.591,GA,0
2017.0,Southeast,Solar,74.9,2,0.044,GA,0
2017.0,Southeast,Solar,46.0,2,2.303,GA,0
2017.0,Southeast,Solar,74.9,2,0.611,GA,0
2017.0,West,Wind,130.0,0,8.953,,0
2017.0,West,Solar,50.0,2,3.324,CO,0
2017.0,Southeast,Solar,74.9,2,5.654,GA,0
2017.0,West,Solar,150.0,2,2.965,CO,1
2017.0,PJM,Gas,60.0,1,0.698,MD,0
2017.0,West,Hybrid,300.0,0,8.947,CA,0
2017.0,PJM,Solar,10.0,2,0.479,OH,0
2017.0,PJM,Solar,20.0,2,1.536,OH,0
2017.0,NYISO,Gas,4.0,2,1.944,NY,0
2017.0,West,Solar,100.0,2,2.96,CO,0
2017.0,SPP,Gas,17.0,1,4.509,TX,0
2017.0,PJM,Other,15.0,2,3.622,MD,0
2017.0,PJM,Solar,100.0,2,0.767,VA,0
2017.0,PJM,Solar,45.8,0,8.931,MD,0
2017.0,PJM,Solar,1.2,2,1.01,NJ,0
2017.0,PJM,Gas,1140.0,2,0.17,PA,0
2017.0,ERCOT,Solar,100.0,0,8.931,TX,0
2017.0,ERCOT,Solar,250.0,1,2.834,TX,0
2017.0,West,Solar,50.0,2,3.203,CO,0
2017.0,West,Solar,54.3,0,8.928,CO,0
2017.0,ERCOT,Wind,201.6,1,4.372,TX,0
2017.0,Southeast,Solar,20.0,2,1.969,GA,0
2017.0,West,Solar,10.0,0,8.928,NM,0
2017.0,Southeast,Solar,160.0,2,5.752,GA,0
2017.0,Southeast,Solar,52.0,2,1.279,GA,0
2017.0,Southeast,Solar,176.0,2,0.569,GA,0
2017.0,Southeast,Solar,68.5,2,1.867,GA,0
2017.0,West,Solar,80.0,0,8.925,CO,0
2017.0,Southeast,Solar,100.0,2,2.144,GA,0
2017.0,Southeast,Solar,110.5,2,6.382,GA,0
2017.0,Southeast,Solar,130.5,2,0.222,GA,0
2017.0,Southeast,Solar,48.0,2,0.088,GA,0
2017.0,ERCOT,Solar,180.0,0,8.92,TX,0
2017.0,ERCOT,Solar,360.0,2,3.116,TX,0
2017.0,West,Wind,300.0,2,5.251,NM,0
2017.0,PJM,Solar,50.0,2,0.6,OH,0
2017.0,NYISO,Solar,50.0,2,0.331,NY,0
2017.0,PJM,Solar,10.0,2,0.465,OH,0
2017.0,West,Solar,50.0,0,8.914,NM,0
2017.0,SPP,Solar,21.6,2,0.786,AR,0
2017.0,West,Solar,50.0,0,8.914,NM,0
2017.0,PJM,Solar,10.0,2,0.194,OH,0
2017.0,West,Solar,140.0,0,8.914,NM,0
2017.0,West,Solar,50.0,0,8.914,NM,0
2017.0,SPP,Solar,21.6,2,0.786,AR,0
2017.0,Southeast,Solar,90.4,2,0.227,GA,0
2017.0,Southeast,Solar,38.0,2,0.071,GA,0
2017.0,PJM,Solar,70.0,0,8.909,OH,0
2017.0,Southeast,Solar,78.0,2,0.339,AL,0
2017.0,Southeast,Solar,78.0,2,0.339,AL,0
2017.0,PJM,Solar,200.0,2,0.704,OH,0
2017.0,PJM,Solar,49.0,2,2.059,OH,0
2017.0,PJM,Solar,20.0,2,2.1,OH,0
2017.0,PJM,Solar,20.0,2,0.249,OH,0
2017.0,PJM,Solar,20.0,2,2.645,OH,0
2017.0,PJM,Solar,43.0,2,0.249,OH,0
2017.0,PJM,Solar,49.0,2,0.704,OH,0
2017.0,NYISO,Solar,7.5,2,1.32,NY,0
2017.0,PJM,Solar,100.0,2,0.704,OH,0
2017.0,PJM,Solar,100.0,2,0.665,OH,0
2017.0,PJM,Solar,20.0,2,0.838,OH,0
2017.0,ERCOT,Solar,120.0,2,3.127,TX,0
2017.0,CAISO,Gas,18.0,1,0.693,CA,0
2017.0,PJM,Solar,50.0,2,1.602,OH,0
2017.0,PJM,Solar,20.0,0,8.895,OH,0
2017.0,NYISO,Solar,20.0,2,0.476,NY,0
2017.0,PJM,Solar,10.0,2,3.389,OH,0
2017.0,NYISO,Solar,10.0,2,0.476,NY,0
2017.0,NYISO,Solar,20.0,2,0.476,NY,0
2017.0,Southeast,Solar,60.0,2,5.719,GA,0
2017.0,PJM,Solar,63.0,2,0.63,OH,0
2017.0,PJM,Solar,18.3,2,0.704,OH,0
2017.0,NYISO,Solar,20.0,2,0.134,NY,0
2017.0,NYISO,Solar,20.0,2,2.382,NY,0
2017.0,PJM,Solar,10.0,2,5.374,NJ,0
2017.0,PJM,Solar,49.0,2,0.671,OH,0
2017.0,PJM,Solar,60.0,2,5.911,OH,0
2017.0,West,Solar,50.0,2,3.162,CO,0
2017.0,West,Solar,50.0,2,3.187,CO,0
2017.0,West,Solar,50.0,2,0.969,CO,0
2017.0,PJM,Solar,10.0,2,0.107,OH,0
2017.0,PJM,Solar,47.5,2,4.183,OH,0
2017.0,PJM,Solar,10.0,2,0.208,OH,0
2017.0,PJM,Solar,20.0,2,6.817,PA,0
2017.0,ERCOT,Wind,500.0,2,1.843,TX,0
2017.0,PJM,Solar,20.0,2,0.216,OH,0
2017.0,PJM,Solar,127.0,1,5.843,OH,0
2017.0,ERCOT,Solar,50.0,1,5.243,TX,0
2017.0,PJM,Solar,20.0,2,0.63,VA,0
2017.0,PJM,Solar,16.4,2,0.4,OH,0
2017.0,NYISO,Solar,20.0,2,2.363,NY,0
2017.0,PJM,Solar,117.0,1,8.329,OH,0
2017.0,West,Solar,80.0,2,2.883,CO,0
2017.0,PJM,Solar,100.0,1,8.003,OH,0
2017.0,ERCOT,Solar,255.0,1,3.967,TX,0
2017.0,Southeast,Solar,74.9,2,0.602,FL,0
2017.0,ERCOT,Solar,120.0,1,4.616,TX,0
2017.0,West,Wind,500.0,0,8.857,WA,0
2017.0,PJM,Solar,115.0,2,2.793,OH,0
2017.0,NYISO,Solar,20.0,2,0.35,NY,0
2017.0,PJM,Solar,100.0,2,0.063,NC,0
2017.0,PJM,Solar,55.0,2,0.613,OH,0
2017.0,Southeast,Solar,135.0,2,0.301,GA,0
2017.0,West,Wind,104.0,1,3.521,CO,0
2017.0,PJM,Solar,75.0,1,3.814,OH,0
2017.0,PJM,Solar,20.0,0,8.841,OH,0
2017.0,PJM,Solar,20.0,2,3.901,VA,1
2017.0,PJM,Solar,20.0,2,2.571,VA,0
2017.0,PJM,Solar,15.6,2,3.901,VA,0
2017.0,ERCOT,Solar,225.0,2,4.025,TX,0
2017.0,Southeast,Solar,250.0,2,0.925,GA,0
2017.0,PJM,Solar,20.0,2,3.901,VA,0
2017.0,PJM,Solar,13.0,2,3.901,VA,0
2017.0,Southeast,Solar,40.0,2,0.925,GA,0
2017.0,West,Hybrid,300.0,0,8.841,MT,0
2017.0,PJM,Solar,49.9,0,8.841,OH,0
2017.0,PJM,Solar,60.0,2,0.537,KY,0
2017.0,West,Solar,150.0,2,2.856,CO,1
2017.0,PJM,Gas,20.0,2,2.42,PA,0
2017.0,PJM,Gas,19.9,2,1.645,PA,0
2017.0,PJM,Solar,20.0,1,8.512,KY,0
2017.0,PJM,Solar,60.0,2,3.948,VA,0
2017.0,PJM,Wind,200.0,2,4.142,IN,0
2017.0,PJM,Solar,100.0,2,0.085,IN,0
2017.0,PJM,Solar,100.0,2,0.066,VA,0
2017.0,PJM,Solar,18.2,2,2.059,VA,0
2017.0,PJM,Solar,20.0,2,1.339,OH,0
2017.0,PJM,Solar,20.0,2,0.112,OH,0
2017.0,PJM,Solar,85.0,2,2.877,OH,0
2017.0,West,Solar,20.0,2,0.794,NM,0
2017.0,PJM,Solar,20.0,2,3.595,NC,0
2017.0,PJM,Solar,85.0,2,1.265,VA,1
2017.0,PJM,Gas,65.0,1,5.906,PA,0
2017.0,West,Wind,250.0,0,8.835,WA,0
2017.0,Southeast,Solar,86.0,0,8.835,KY,0
2017.0,PJM,Solar,70.0,1,6.823,OH,0
2017.0,PJM,Solar,675.0,2,1.344,NC,0
2017.0,Southeast,Solar,60.0,2,0.761,GA,0
2017.0,PJM,Solar,60.0,1,8.736,NC,0
2017.0,PJM,Solar,85.0,0,8.83,VA,0
2017.0,PJM,Solar,99.9,2,0.652,VA,0
2017.0,ERCOT,Solar,128.5,0,8.821,TX,0
2017.0,Southeast,Solar,20.0,2,0.868,GA,0
2017.0,PJM,Solar,100.0,1,7.784,IN,0
2017.0,ISO-NE,Solar,20.0,2,0.211,CT,0
2017.0,ISO-NE,Solar,30.0,2,0.424,NH,0
2017.0,West,Solar,500.0,2,2.834,CO,0
2017.0,PJM,Solar,10.0,2,0.093,OH,0
2017.0,West,Solar,77.0,2,1.339,CA,0
2017.0,Southeast,Solar,200.0,2,0.903,GA,0
2017.0,PJM,Solar,20.0,2,0.841,VA,0
2017.0,PJM,Solar,20.0,2,0.841,VA,0
2017.0,ERCOT,Wind,449.5,1,4.312,TX,0
2017.0,ERCOT,Wind,32.0,0,8.813,TX,0
2017.0,PJM,Other,3.0,2,0.501,OH,0
2017.0,Southeast,Solar,20.0,2,0.778,GA,0
2017.0,Southeast,Solar,80.0,2,5.177,GA,0
2017.0,PJM,Solar,100.0,2,0.476,VA,0
2017.0,PJM,Wind,500.2,2,2.661,OH,0
2017.0,PJM,Wind,297.7,0,8.81,OH,0
2017.0,PJM,Solar,80.0,2,3.099,VA,0
2017.0,PJM,Solar,32.5,2,3.734,MD,0
2017.0,Southeast,Solar,79.5,2,1.429,AL,0
2017.0,Southeast,Solar,79.5,2,1.429,AL,0
2017.0,PJM,Solar,50.0,1,6.448,VA,0
2017.0,PJM,Solar,100.0,2,0.753,OH,0
2017.0,PJM,Solar,100.0,2,2.037,VA,0
2017.0,PJM,Solar,100.0,2,0.049,NC,0
2017.0,PJM,Solar,100.0,2,0.044,VA,0
2017.0,PJM,Solar,20.0,0,8.799,VA,0
2017.0,Southeast,Solar,19.3,2,0.367,AL,0
2017.0,Southeast,Solar,19.3,2,0.367,AL,0
2017.0,ERCOT,Hybrid,120.7,0,8.797,TX,0
2017.0,ERCOT,Solar,321.2,0,8.797,TX,0
2017.0,West,Wind,1.5,1,0.753,MT,0
2017.0,Southeast,Solar,40.0,2,0.115,GA,0
2017.0,West,Solar,9.0,2,6.086,NM,0
2017.0,PJM,Solar,80.0,0,8.794,OH,0
2017.0,PJM,Solar,150.0,2,7.532,VA,0
2017.0,PJM,Solar,20.0,2,1.561,VA,0
2017.0,West,Solar,100.0,0,8.783,NV,0
2017.0,Southeast,Gas,1191.0,1,5.199,FL,1
2017.0,PJM,Solar,49.9,2,0.485,KY,0
2017.0,PJM,Gas,40.0,1,4.435,IL,0
2017.0,PJM,Gas,7.0,1,4.43,IL,0
2017.0,PJM,Gas,46.0,1,6.628,IL,0
2017.0,PJM,Gas,1200.0,2,0.422,PA,0
2017.0,Southeast,Solar,60.0,2,0.745,GA,0
2017.0,Southeast,Solar,40.0,2,0.079,GA,0
2017.0,PJM,Solar,25.0,2,0.46,WV,0
2017.0,PJM,Solar,150.0,2,0.613,VA,0
2017.0,NYISO,Solar,20.0,2,2.103,NY,0
2017.0,PJM,Solar,50.0,2,1.717,PA,0
2017.0,PJM,Solar,27.5,1,6.248,MD,0
2017.0,PJM,Gas,20.0,1,1.448,VA,0
2017.0,PJM,Gas,11.0,2,1.733,VA,0
2017.0,PJM,Other,14.0,1,1.771,VA,0
2017.0,PJM,Gas,19.0,2,2.051,VA,0
2017.0,PJM,Gas,14.3,2,1.733,VA,0
2017.0,PJM,Gas,19.0,2,2.051,VA,0
2017.0,PJM,Gas,19.0,1,2.146,VA,0
2017.0,PJM,Gas,19.0,1,2.146,VA,0
2017.0,PJM,Solar,50.0,2,1.656,OH,0
2017.0,PJM,Gas,19.0,2,2.051,VA,0
2017.0,PJM,Solar,75.0,1,8.025,VA,0
2017.0,ERCOT,Solar,147.6,1,4.534,TX,0
2017.0,NYISO,Solar,20.0,2,0.26,NY,0
2017.0,Southeast,Solar,117.5,0,8.764,GA,0
2017.0,NYISO,Solar,180.0,0,8.764,NY,0
2017.0,NYISO,Solar,50.0,0,8.764,NY,0
2017.0,ERCOT,Solar,137.4,1,5.58,TX,0
2017.0,NYISO,Solar,20.0,2,3.598,NY,0
2017.0,PJM,Solar,9.0,2,0.578,NJ,0
2017.0,PJM,Solar,20.0,2,0.233,VA,0
2017.0,PJM,Solar,18.8,1,3.737,VA,0
2017.0,PJM,Solar,10.8,1,3.737,VA,0
2017.0,PJM,Gas,0.2,2,1.629,NJ,0
2017.0,PJM,Battery,0.2,2,3.97,NJ,0
2017.0,PJM,Solar,3.0,2,0.63,NJ,0
2017.0,PJM,Solar,10.0,2,1.035,IL,0
2017.0,PJM,Solar,10.0,2,1.035,IL,0
2017.0,PJM,Solar,20.0,2,0.862,IL,0
2017.0,PJM,Gas,129.7,1,4.011,PA,0
2017.0,PJM,Battery,0.2,2,3.97,NJ,0
2017.0,PJM,Solar,50.0,2,0.008,IN,0
2017.0,PJM,Solar,20.0,2,1.172,IL,0
2017.0,PJM,Solar,20.0,2,0.862,IL,0
2017.0,PJM,Solar,20.0,2,2.894,IL,0
2017.0,PJM,Solar,20.0,2,1.27,IL,0
2017.0,PJM,Solar,65.0,2,0.597,NC,0
2017.0,PJM,Solar,80.0,2,0.597,NC,0
2017.0,PJM,Solar,1.9,2,0.446,MD,0
2017.0,West,Hybrid,250.0,0,8.758,AZ,0
2017.0,PJM,Solar,20.0,2,4.101,IL,0
2017.0,PJM,Solar,11.8,0,8.758,MD,0
2017.0,PJM,Solar,20.0,2,1.437,VA,0
2017.0,ERCOT,Wind,222.5,2,3.447,TX,0
2017.0,ERCOT,Wind,236.9,2,3.447,TX,0
2017.0,PJM,Wind,100.0,2,0.383,WV,0
2017.0,PJM,Solar,20.0,2,1.451,VA,0
2017.0,PJM,Solar,50.0,0,8.758,IL,0
2017.0,PJM,Solar,17.5,2,0.003,VA,0
2017.0,PJM,Solar,200.0,0,8.758,IN,0
2017.0,Southeast,Solar,80.0,2,5.344,GA,0
2017.0,PJM,Solar,50.0,2,0.225,VA,0
2017.0,PJM,Solar,40.0,2,1.489,IL,0
2017.0,PJM,Solar,240.0,0,8.756,VA,0
2017.0,PJM,Solar,90.0,2,0.539,IL,0
2017.0,PJM,Solar,29.0,2,0.4,OH,0
2017.0,PJM,Solar,4.1,2,0.088,NJ,0
2017.0,PJM,Solar,11.7,1,6.248,PA,0
2017.0,West,Solar,170.0,2,1.916,TX,0
2017.0,PJM,Solar,99.9,0,8.756,VA,0
2017.0,PJM,Wind,200.0,2,4.214,IN,0
2017.0,PJM,Gas,57.0,2,0.282,WV,0
2017.0,PJM,Solar,1.6,1,4.602,NJ,0
2017.0,PJM,Solar,16.7,2,3.86,VA,0
2017.0,PJM,Solar,16.2,2,0.608,NC,0
2017.0,PJM,Solar,56.0,2,0.413,OH,0
2017.0,PJM,Wind,130.0,1,3.433,IN,0
2017.0,PJM,Gas,12.0,2,2.639,VA,0
2017.0,PJM,Solar,20.0,0,8.753,DE,0
2017.0,PJM,Solar,20.0,2,0.085,DE,0
2017.0,West,Solar,100.0,0,8.753,AZ,1
2017.0,PJM,Other,9.6,2,0.46,DE,0
2017.0,PJM,Other,9.6,2,0.46,DE,0
2017.0,PJM,Other,11.6,2,1.046,MD,0
2017.0,PJM,Solar,20.0,0,8.753,DE,0
2017.0,PJM,Solar,20.0,0,8.75,DE,0
2017.0,PJM,Solar,20.0,0,8.75,DE,0
2017.0,PJM,Solar,10.0,0,8.75,DE,0
2017.0,PJM,Solar,10.0,2,6.91,VA,0
2017.0,PJM,Solar,100.0,0,8.75,OH,0
2017.0,ERCOT,Wind,208.8,1,4.145,TX,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,0.162,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,ERCOT,Wind,336.0,1,5.681,TX,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,0.564,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,PJM,Gas,0.2,2,1.175,NJ,0
2017.0,Southeast,Wind,18.0,0,8.742,MO,0
2017.0,ERCOT,Wind,51.0,1,4.32,TX,0
2017.0,NYISO,Solar,20.0,2,0.235,NY,0
2017.0,ISO-NE,Gas,8.0,2,0.307,NH,0
2017.0,ISO-NE,Other,880.0,2,2.801,MA,0
2017.0,ISO-NE,Other,2.2,2,0.63,CT,0
2017.0,West,Hybrid,45.0,0,8.736,UT,0
2017.0,PJM,Solar,40.0,0,8.736,IL,0
2017.0,Southeast,Solar,167.0,2,1.029,GA,0
2017.0,Southeast,Solar,20.0,2,0.17,GA,0
2017.0,ERCOT,Wind,233.9,0,8.723,TX,0
2017.0,Southeast,Solar,106.7,2,0.602,GA,0
2017.0,NYISO,Solar,150.0,2,5.807,NY,0
2017.0,ERCOT,Wind,234.5,0,8.723,TX,0
2017.0,NYISO,Solar,20.0,2,1.465,NY,0
2017.0,NYISO,Other,20.0,2,0.211,NY,0
2017.0,Southeast,Solar,74.5,1,4.715,FL,0
2017.0,West,Wind,170.0,0,8.715,CO,0
2017.0,SPP,Wind,190.0,2,1.008,OK,0
2017.0,SPP,Wind,190.0,1,4.665,KS,0
2017.0,SPP,Wind,302.0,1,4.047,KS,0
2017.0,SPP,Wind,201.6,0,8.715,KS,0
2017.0,Southeast,Solar,74.5,2,2.045,FL,0
2017.0,SPP,Wind,73.6,2,3.559,NE,0
2017.0,SPP,Wind,297.5,2,4.148,NM,0
2017.0,SPP,Solar,305.0,2,4.148,NE,0
2017.0,SPP,Wind,200.1,1,8.679,ND,0
2017.0,Southeast,Solar,150.0,2,0.504,GA,0
2017.0,NYISO,Solar,20.0,2,0.372,NY,0
2017.0,NYISO,Solar,20.0,2,0.203,NY,0
2017.0,ERCOT,Gas,100.0,1,4.739,TX,0
2017.0,ERCOT,Solar,216.0,2,3.373,TX,0
2017.0,Southeast,Solar,120.2,2,1.377,GA,0
2017.0,Southeast,Solar,90.5,2,0.137,GA,0
2017.0,Southeast,Hybrid,200.0,0,8.701,GA,0
2017.0,Southeast,Solar,20.0,2,1.958,GA,0
2017.0,Southeast,Solar,20.0,2,1.958,GA,0
2017.0,Southeast,Solar,20.0,2,1.958,GA,0
2017.0,Southeast,Solar,15.0,2,1.758,GA,0
2017.0,Southeast,Solar,58.8,2,6.048,GA,0
2017.0,Southeast,Solar,20.0,2,1.958,GA,0
2017.0,Southeast,Solar,54.2,2,1.818,FL,0
2017.0,Southeast,Solar,69.9,2,0.871,GA,0
2017.0,Southeast,Solar,248.5,2,0.646,GA,0
2017.0,Southeast,Solar,80.0,2,0.287,GA,0
2017.0,PJM,Solar,150.0,2,4.819,OH,0
2017.0,ERCOT,Gas,100.0,1,5.158,TX,0
2017.0,ISO-NE,Wind,65.6,2,1.303,ME,0
2017.0,MISO,Solar,52.0,0,8.687,MS,0
2017.0,West,Solar,100.0,0,8.684,WA,1
2017.0,ISO-NE,Other,34.8,2,0.096,MA,0
2017.0,West,Solar,400.0,2,2.697,CO,1
2017.0,Southeast,Solar,19.8,2,0.189,,0
2017.0,NYISO,Solar,24.9,2,6.344,NY,0
2017.0,NYISO,Solar,20.0,2,0.764,NY,0
2017.0,Southeast,Solar,60.0,2,0.726,GA,0
2017.0,ISO-NE,Other,23.0,2,3.121,CT,0
2017.0,ISO-NE,Other,378.0,2,0.093,CT,0
2017.0,ISO-NE,Solar,20.1,2,0.238,VT,0
2017.0,ISO-NE,Solar,20.1,2,0.238,VT,0
2017.0,Southeast,Solar,60.0,2,0.268,GA,0
2017.0,ISO-NE,Solar,20.1,2,0.238,VT,0
2017.0,PJM,Solar,20.0,2,7.326,IL,0
2017.0,CAISO,Hybrid,384.0,0,8.668,CA,0
2017.0,CAISO,Wind,84.2,0,8.668,CA,1
2017.0,CAISO,Hybrid,200.3,2,2.634,CA,0
2017.0,CAISO,Wind,108.0,2,0.969,CA,0
2017.0,CAISO,Solar,102.2,2,3.039,CA,0
2017.0,CAISO,Battery,80.0,2,2.593,CA,0
2017.0,CAISO,Solar,100.0,2,0.986,CA,0
2017.0,CAISO,Hybrid,104.8,2,0.178,CA,0
2017.0,CAISO,Wind,155.2,2,2.5,CA,0
